Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",32.5,,01.01.2020,,Оренда,"Товариство з обмеженою відповідальністю ""Управляюча компанія ""Будмеханізація""",40030596,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",5.0,,27.08.2021,,Безоплатне користування,"Товариство з обмеженою відповідальністю ""Управляюча компанія ""Будмеханізація""",40030596,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
нежитлове приміщення,"Волинська обл., Луцький р-н, м. Луцьк, вул. Набережна, буд. 2",85.0,,01.01.2024,0,Оренда,"Приватне акціонерне товариство ""Луцьксантехмонтаж №536""",30248307,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
нежитлове приміщення,"Волинська обл., Володимирський р-н, м. Володимир, вул. Ковельська, буд. 29",50.2,,11.08.2021,0,Оренда,"Управління містобудування, архітектури та комунальних ресурсів виконавчого комітету Володимирської міської ради",44365036,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
нежитлове приміщення,"Волинська обл., Луцький р-н, м. Горохів, вул. Незалежності, буд. 2",25.0,,25.03.2021,0,Оренда,Рада сільськогосподарських підприємств Горохівського району,31602889,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
нежитлове приміщення,"Волинська обл., Камінь-Каширський р-н, м. Камінь-Каширський, вул. Шевченка, буд. 5",22.3,,01.01.2024,0,Оренда,Камінь-Каширська спілка споживчих товариств,01744317,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
нежитлове приміщення,"Волинська обл., м. Ковель, вул. Грушевського, буд. 14",20.7,,10.08.2021,0,Оренда,Відділ по управлінню майном комунальної власності виконавчого комітету Ковельської міської ради,23254967,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
нежитлове приміщення,"Волинська обл., Камінь-Каширський р-н, смт Маневичі, вул. Горького, буд. 9",18.0,,01.01.2024,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
нежитлове приміщення,"м. Житомир, вул. Параджанова Сергія 85-а",24.0,,27.07.2023,0,безоплатне користування,"ТОВ ""Фірма Віндзор""",22052546,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Нежитлове приміщення,м. Вінниця вул. Соборна буд. 72 кім. 219,23.79,,10.10.2019,359918.91,Оренда,УПРАВЛІННЯ СПІЛЬНОЇ КОМУНАЛЬНОЇ ВЛАСНОСТІ ТЕРИТОРІАЛЬНИХ ГРОМАД ВІННИЦЬКОЇ ОБЛАСТІ,20098076,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Офіс,"Івано-Франківська обл., м. Калуш, вул. Грушевського, буд. 25",81.9,,14.06.2022,,Оренда,Управління комунальної власності Калуської міської ради,25668684,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Офіс,"Івано-Франківська обл., Косівський р-н, м. Косів, вул. Шевченка, буд. 44, А",12.0,,01.04.2024,,Безоплатне користування,Косівське споживче товариство,05302763,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Нежитлове приміщення,"м. Київ, вул. Турівська буд. 13, літера ""Б""",10.2,,01.07.2024,0,Безоплатне користування,"Товариство з обмеженою відповідальністю ""Екотехпром""",32248974,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Офіс,"м. Івано-Франківськ, вул. Василіянок, буд. 62А",55.9,,12.10.2018,491979,Оренда,Управління з питань майна спільної власності територіальних громад області,34844218,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Офіс,"м. Івано-Франківськ, вул. Василіянок, буд. 62А, кім. 14, 15, 16",55.3,,01.09.2024,,Оренда,"Товариство з обмеженою відповідальністю ""АГРОІНФОРМСЕРВІС""",00914852,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Офіс,"Івано-Франківська обл., м. Косів, вул. Шевченка, буд. 44А",12.0,,01.04.2024,,Оренда,Косівське споживче товариство,05302763,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Нежитлова будівля,"Одеська обл., м. Одеса, вул. Преображенська, буд. 45",372.0,,02.01.2024,0,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Приміщення,"Одеська обл., м. Одеса, пров. Дунаєва, буд. 3, корп. А, кв. 21",99.3,,01.10.2024,0,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Офіс,"Івано-Франківська обл., м. Івано-Франківськ, вул. Коновальця, буд. 7 Б",10.0,,01.01.2022,,Безоплатне користування приміщенням,,,Фізична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Офіс,"м. Дніпро, вул. Михайла Грушевського, буд. 8",98.5,,01.05.2023,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
нежитлове приміщення,"Дніпропетровська обл., м. Кривий Ріг, вул. Німецька, буд. 7",18.0,,01.01.2024,0,Оренда,"Товариство з обмеженою відповідальністю ""ЕНЕРГЕТИЧНІ СИСТЕМИ-КР""",40236193,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Офіс,"м. Київ, вул. Маршала Тимошенка, буд. 18",38.5,,09.08.2022,980000,Оренда,Оболонська районна в місті Києві державна адміністрація,37371727,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Нежитлове приміщення,"Черкаська обл., м. Черкаси, бульв. Шевченка. 150",50.0,,01.07.2019,,Безоплатне користування приміщенням,,,Фізична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Нежитлове приміщення,"Черкаська обл., м. Черкаси, вул. Смілянська, буд. 23, оф. 35",16.0,,01.07.2019,,Безоплатне користування приміщенням,,,Фізична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Нежитлове приміщення,"Чернівецька обл., Глибоцький р-н, смт Глибока, вул. Центральна, буд. 96",36.6,,01.04.2020,0,Оренда,Чернівецька обласна рада,25081241,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Нежитлове приміщення,"Чернівецька обл., м. Чернівці, вул. Головна, буд. 22",77.2,,20.08.2007,0,Оренда,Чернівецька обласна рада,25081241,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Нежитлове приміщення,"Чернівецька обл., м. Чернівці, вул. Кафедральна буд. 8/1",60.2,,08.08.2013,0,Оренда,Управління комунальної власності Чернівецької міської ради,44388619,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Нежитлове приміщення,"Чернівецька обл., Кельменецький р-н, смт Кельменці, вул. Бассарабська, буд. 34А",10.2,,01.11.2020,0,Оренда,"Акціонерне товариство""Укртелеком""",21560766,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Нежитлове приміщення,"Чернівецька обл., Вижницький р-н, м. Вижниця, вул. Українська, буд. 87",36.0,,01.07.2022,0,Оренда,Вижницька міжрайонна гуртово-роздрібна торгова база,01774360,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Офіс,"м. Київ, вул. Красилівська, буд. 2/3",57.5,,14.07.2021,1049814.87,Оренда,Голосіївська районна в місті Києві державна адміністрація,37308812,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Офіс,"м. Київ, пр-т. Воскресенський (бульв. Перова), буд. 4",193.4,,15.09.2010,623125,Оренда,ДНІПРОВСЬКА РАЙОННА В МІСТІ КИЄВІ ДЕРЖАВНА АДМІНІСТРАЦІЯ,37203257,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Кімната,"м. Київ, вул. Турівська, буд. 15",8.0,,16.09.2022,,Безоплатне користування,"ТОВ ""МЦ-ФАЙНАНС""",36473374,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Квартира,"Закарпатська обл., м. Мукачево, вул. Достоєвського, буд. 7А, кв. 5",47.0,15595095,21.12.2001,422100,Власність,"ПП""Всеукраїнське об'єднання ""Батьківщина""",20069956,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Нежитлова будівля,"м. Київ, вул. Турівська, буд. 13",854.65,,26.09.2022,,Оренда,"Товариство з обмеженною відповідальністю ""Екотехпром""",32248974,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Нежитлова будівля,"м. Київ, вул. Турівська, буд. 15",306.17,,26.09.2022,,Оренда,"Товариство з обмеженною відповідальністю ""МЦ-Файнанс""",36473374,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
Гараж,"м. Київ, вул. м.. Грінченка, буд. 18",21.0,,01.03.2023,,Оренда,"Приватне акціонерне товариство ""Комплекс ""Либідський""",32768518,Юридична особа,БАТЬКІВЩИНА,2024-12-31,4,2024
