Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Нежитлова будівля,"Львівська обл., Золочівський р-н, м. Золочів, ВУЛИЦЯ ГЕРОЯ УКРАЇНИ СТ. БАНДЕРИ, буд. 3, кв. 6",52.1,,01.01.2020,,Безоплане користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Офіс,"Івано-Франківська обл., м. Коломия, вул. Січових Стрільців, буд. 16",92.0,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Житловий будинок,"Житомирська обл., м. Андрушівка, вул. Л. Волошки, буд. 17",20.0,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"Житомирська обл., м. Олевськ, бул. Воїнів Афганців, 17",10.0,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"м. Марганець вул. Єдності, буд. 164",10.0,,01.01.2020,,безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Офіс,"Донецька обл., м. Словʼянськ, вул. Мартиненка, буд. 736",22.5,,01.01.2020,,Безоплатне користування,"ТОВ ""ПРОМИСЛОВО-ТОРГІВЕЛЬНА КОМПАНІЯ ""СХІД""",35831524,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Офіс,"Донецька обл., м. Словʼянськ, вул. Мартиненка 73 Б",22.5,,01.01.2020,,безоплатне користування,ТОВ ПТК Схід,35831524,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Квартира,"Чернігівська обл., м. Ніжин, вул. А. Амосова 16, кв. 38",10.0,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Офіс,"м. Львів, вул. Сахарова, буд. 42",4.0,,01.07.2020,0,Оренда,"ПрАТ ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Офіс,"м. Львів, вул. Сахарова, буд. 42",4.0,,01.07.2021,0,Оренда,"ПрАТ ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Офіс,"м. Рівне, вул. П. Могили, буд. 28Г, оф. 31",10.0,,01.01.2020,,безоплатне користування,"ТОВ ""Рівень ЛТД""",05513951,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Офіс,"Львівська обл., м. Львів, вул. Сахарова буд. 42, оф. 302",4.0,,01.07.2020,0,Оренда,"ПАТ ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Офіс,"Львівська обл., м. Львів, вул. Сахарова буд. 42, оф. 302",4.0,,01.07.2021,,Оренда,"ПАТ ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Офіс,"Донецька обл., м. Словʼянськ, вул. Мартиненка 73-Б",22.5,,01.01.2020,,Безоплатне користування,ТОВ ПТК Схід,35831524,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Офіс,"Донецька обл., м. Словʼянськ, вул. Мартиненка, буд. 73Б",22.5,,01.01.2020,,безоплатне користування,"ТОВ ""Промислово-торгівельна компанія ""СХІД""",35831524,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"Дніпропетровська обл., м. Павлоград, вул. Плеханова, буд. 9А",80.0,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"м. Одеса, пр. Удільний, 5",10.0,,01.01.2020,,безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"м. Сєвєродонецьк, вул. Менделєєва, буд. 31, кв. 4",37.9,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Кімната,"м. Гнівань, вул. Терешкової, буд. 17",20.0,,01.01.2020,0,Безоплатне користування приміщенням,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"м. Шаргород, вул. Молодіжна, буд. 1А",10.0,,01.01.2020,,безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Офіс,"Львівська обл., м. Львів, вул. Сахарова 42",10.5,,01.07.2020,0,Оренда,Приватне акціонерне товариство «Промбудприлад»,31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Офіс,"Львівська обл., м. Львів, вул. Сахарова 42",10.5,,01.07.2021,,Оренда,Приватне акціонерне товариство «Промбудприлад»,31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
нежитлове приміщення,"Львівська обл., м. Червоноград, вул. Клюсівська, буд. 14",44.3,,01.03.2018,0,Оренда,"Територіальна громада м. Червоноград, в осбі Червоноградської міської ради",26269722,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
нежитлове приміщення,"Сумська обл., м. Конотоп, вул. Братів Лузанів, буд. 48",79.6,,04.03.2019,,Оренда,Регіональне відділення Фонду державного майна України по Сумській області,21124686,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
