Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
нежитлове приміщення,"м. Рівне вул. Грушевського, буд. 77",200.0,,01.07.2021,385000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-12-31,4,2021
Офіс,"м. Житомир, вул. Басейна, буд. 2А",52.3,,30.06.2021,120000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-12-31,4,2021
Офіс,"м. Баранівка, вул. Соборна, буд. 24",24.0,,15.08.2021,63050,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-12-31,4,2021
Офіс,"Житомирська обл., м. Олевськ, вул. Київська, буд. 16А",40.0,,10.09.2021,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-12-31,4,2021
Офіс,"смт Довбиш, вул. Поліська, буд. 4",33.3,,30.09.2021,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-12-31,4,2021
Офіс,"Житомирська обл., м. Радомишль, вул. Міськради, буд. 12А",46.0,,01.10.2021,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-12-31,4,2021
Квартира,"м. Івано-Франківськ, вул. Биха, буд. 20А, кв. 7",97.8,,01.01.2021,,Право користування ,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-12-31,4,2021
Офіс,"м. Хмельницький, вул. Володимирська, буд. 71",84.6,,16.11.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-12-31,4,2021
Офіс,"Луцьк, вул. Садовського 4А",60.0,,14.09.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-12-31,4,2021
Офіс,"м. Полтава, вул. Пушкіна, буд. 77",44.7,,01.08.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-12-31,4,2021
Офіс,"м. Чернігів, вул. Магістратська, буд. 4/19",62.7,,03.11.2021,,Інше право користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-12-31,4,2021
Офіс,"м. Київ, вул. Михайла Грущевського, буд. 9А, нежитлове приміщення №2, секція Г.",667.6,,01.06.2021,7736403.5,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-12-31,4,2021
Офіс,"Харківська обл., м. Харків, вул. Достоєвського, буд. 3",15.0,,01.03.2021,13837.2,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Офіс,"Луцьк, вул. Садовського 4А",60.0,,14.09.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Нежитлове приміщення,"м. Рівне вул. Грушевського, буд. 77",200.0,,01.07.2021,385000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Квартира,"Дніпропетровська обл., Новомосковський р-н, с. Миколаївка, вул. Кривошеї, буд. 18",5.0,,15.12.2020,0,безоплатне користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Нежитлова будівля,"Херсонська обл., м. Херсон, вул. Суворова, буд. 37",10.0,,12.06.2020,0,Договір позички,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Офіс,"м. Житомир, вул. Басейна, буд. 2А",52.3,,30.06.2021,120000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Офіс,"м. Баранівка, вул. Соборна, буд. 24",24.0,,15.08.2021,63050,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Офіс,"Житомирська обл., м. Олевськ, вул. Київська, буд. 16А",40.0,,10.09.2021,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Офіс,"свмт. Довбиш, вул. Поліська, буд. 4",33.3,,30.09.2021,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Офіс,"м. Суми вул. Козацький вал, буд. 2А",12.3,,28.08.2020,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Нежитлова будівля,"м. Суми вул. Супруна, б. 17/1",129.0,,01.08.2021,,Строкове безоплатне користування,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Офіс,"м. Київ, узвіз Кловський, буд. 5, оф. 72",286.7,,12.06.2021,0,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Офіс,"м. Київ, вул. Васильківська, буд. 2 ( група приміщень 162( приміщення 3) в літері А з №1 по №9",149.6,,16.09.2021,0,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Квартира,"м. Львів, вул. О. Теліги, буд. 21, кв. 8",50.0,*,14.07.2021,0,Інше право користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Квартира,"м. Івано-Франківськ, вул. Биха, буд. 20А, кв. 7",97.8,,21.01.2021,,Право користування ,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Офіс,"м. Полтава, вул. Гоголя, буд. 19А",27.8,,24.08.2020,1278375.18,договір позички,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Офіс,"м. Полтава, вул. Пушкіна, буд. 77",44.7,,01.08.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Офіс,"м. Київ, вул. Михайла Грущевського, буд. 9А, нежитлове приміщення №2, секція Г.",667.6,,01.06.2021,7736403.5,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-09-30,3,2021
Нежитлова будівля,"Херсонська обл., м. Херсон, вул. Суворова, буд. 37",10.0,,12.06.2020,0,Договір позички,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-06-30,2,2021
Квартира,"Дніпропетровська обл., Новомосковський р-н, с. Миколаївка, вул. Кривошеї, буд. 18",5.0,,15.12.2020,0,безоплатне користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-06-30,2,2021
Офіс,"Харківська обл., м. Харків, вул. Достоєвського, буд. 3",15.0,,01.03.2021,13837.2,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-06-30,2,2021
Офіс,"м. Суми вул. Козацький вал, буд. 2А",12.3,,28.08.2020,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-06-30,2,2021
Офіс,"м. Київ, Кловський узвіз, буд. 5, оф. 72",286.7,,12.06.2021,0,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-06-30,2,2021
Квартира,"м. Івано-Франківськ, вул. Биха, буд. 20А, кв. 7",97.8,,01.01.2021,,Право користування ,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-06-30,2,2021
Офіс,"м. Полтава, вул. Гоголя, буд. 19А",27.8,,24.08.2020,1278375.18,договір позички,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-06-30,2,2021
Офіс,"м. Київ, вул. Михайла Грущевського, буд. 9А, нежитлове приміщення №2, секція Г.",667.6,,01.06.2021,7736403.5,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2021-06-30,2,2021
