Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Дергачівська районна організація Української республіканської партії Собор,Харківська область,26356481,"Харківська обл., Дергачівський р-н, вул. Сумський шлях, буд. 10","Харківська обл., Дергачівський р-н, вул. Сумський шлях, буд. 10",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Дворічанська районна організація Української республіканської партії Собор,Харківська область,26356473,"Харківська обл., Дворічанський р-н, вул. Набережна, буд. 53","Харківська обл., Дворічанський р-н, вул. Набережна, буд. 53",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Вовчанська районна організація Української республіканської партії Собор,Харківська область,26356467,"Харківська обл., Вовчанський р-н, вул. Перемоги, буд. 10","Харківська обл., Вовчанський р-н, вул. Перемоги, буд. 10",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Великобурлуцька районна організація Української республіканської партії Собор,Харківська область,26356450,"Харківська обл., Великобурлуцький р-н, вул. Весняна, буд. 39","Харківська обл., Великобурлуцький р-н, вул. Весняна, буд. 39",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Валківська районна організація Української республіканської партії Собор,Харківська область,26356444,"Харківська обл., Валківський р-н, вул. Харківська, буд. 6","Харківська обл., Валківський р-н, вул. Харківська, буд. 6",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Богодухівська районна організація Української республіканської партії Собор,Харківська область,26356438,"Харківська обл., Богодухівський р-н, вул. 8-го Мехкорпусу, буд. 4","Харківська обл., Богодухівський р-н, вул. 8-го Мехкорпусу, буд. 4",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Близнюківська районна організація Української республіканської партії Собор,Харківська область,26356421,"Харківська обл., Близнюківський р-н, вул. Вишнева, буд. 70","Харківська обл., Близнюківський р-н, вул. Вишнева, буд. 70",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Барвінківська районна організація Української республіканської партії Собор,Харківська область,26356415,"Харківська обл., Барвінківський р-н, вул. Героїв Чорнобиля, буд. 2","Харківська обл., Барвінківський р-н, вул. Героїв Чорнобиля, буд. 2",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Балаклійська районна організація Української республіканської партії Собор,Харківська область,26356409,"Харківська обл., Балаклійський р-н, вул. 8-го Березня, буд. 60/1","Харківська обл., Балаклійський р-н, вул. 8-го Березня, буд. 60/1",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Борівська районна організація Української республіканської партії Собор,Харківська область,26356332,"Харківська обл., Борівський р-н, вул. Партизанська, буд. 17","Харківська обл., Борівський р-н, вул. Партизанська, буд. 17",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Купʼянська районна організація Української республіканської партії Собор,Харківська область,26356562,"Харківська обл., м. Купʼянськ, вул. Гагаріна, буд. 10","Харківська обл., м. Купʼянськ, вул. Гагаріна, буд. 10",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Купʼянська міська організація Української республіканської партії Собор,Харківська область,26356705,"Харківська обл., м. Купʼянськ, вул. Гагаріна, буд. 10","Харківська обл., м. Купʼянськ, вул. Гагаріна, буд. 10",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Лозівська районна організація Української республіканської партії Собор,Харківська область,26356579,"Харківська обл., Лозівський р-н, вул. Могильченка, буд. 136","Харківська обл., Лозівський р-н, вул. Могильченка, буд. 136",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Лозівська міська організація Української республіканської партії Собор,Харківська область,26356697,"Харківська обл., м. Лозова, мікрорайон 2, 68","Харківська обл., м. Лозова, мікрорайон 2, 68",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Люботинська міська організація Української республіканської партії Собор,Харківська область,26356680,"Харківська обл., м. Люботин, Слави вʼїзд, 4","Харківська обл., м. Люботин, Слави вʼїзд, 4",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Лановецька районна організація Української республіканської партії Собор,Тернопільська область,26309723,"Тернопільська обл., Лановецький р-н, вул. Грушевського, буд. 8","Тернопільська обл., Лановецький р-н, вул. Грушевського, буд. 8",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Бережанська районна організація Української республіканської партії Собор,Тернопільська область,26198407,"Тернопільська обл., м. Бережани, вул. Гоголя м. ., буд. 3","Тернопільська обл., м. Бережани, вул. Гоголя м. ., буд. 3",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Підгаєцька районна організація Української республіканської партії Собор,Тернопільська область,23589159,"Тернопільська обл., Підгаєцький р-н, вул. Міцкевича, буд. 24","Тернопільська обл., Підгаєцький р-н, вул. Міцкевича, буд. 24",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Бучацька районна організація Української республіканської партії Собор,Тернопільська область,26309893,"Тернопільська обл., Бучацький р-н, вул. Галицька, буд. 11","Тернопільська обл., Бучацький р-н, вул. Галицька, буд. 11",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Новосанжарська районна організація Української республіканської партії Собор,Полтавська область,38549675,"Полтавська обл., Новосанжарський р-н, пров. Підгірний, буд. 3","Полтавська обл., Новосанжарський р-н, пров. Підгірний, буд. 3",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Комсомольська міська організація Української республіканської партії Собор,Полтавська область,23809738,"Полтавська обл., м. Горішні Плавні, просп. Героїв Дніпра, буд. 42","Полтавська обл., м. Горішні Плавні, просп. Героїв Дніпра, буд. 42",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Южненська міська організація Української республіканської партії Собор,Одеська область,39250555,"Одеська обл., м. Южне, вул. Будівельників, буд. 9","Одеська обл., м. Южне, вул. Будівельників, буд. 9",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Яворівська районна організація Української республіканської партії Собор,Львівська область,26308401,"Львівська обл., Яворівський р-н, вул. Львівська, буд. 21","Львівська обл., Яворівський р-н, вул. Львівська, буд. 21",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Франківська районна організація Української республіканської партії Собор,Львівська область,26307428,"Львівська обл., м. Львів, вул. Чупринки Т. генерала, буд. 52","Львівська обл., м. Львів, вул. Чупринки Т. генерала, буд. 52",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Личаківська районна організація Української республіканської партії Собор,Львівська область,25238978,"Львівська обл., м. Львів, вул. Левицького К., буд. 82А","Львівська обл., м. Львів, вул. Левицького К., буд. 82А",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,місто Львівська міська організація Української республіканської партії Собор,Львівська область,25231539,"Львівська обл., м. Львів, вул. Стефаника В., буд. 10","Львівська обл., м. Львів, вул. Стефаника В., буд. 10",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Галицька районна організація Української республіканської партії Собор,Львівська область,20772874,"Львівська обл., м. Львів, пл. Ринок, 42","Львівська обл., м. Львів, пл. Ринок, 42",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Первомайська районна організація Української республіканської партії Собор Автономної республіки Крим,Автономна республіка крим,33279097,"Автономна республіка крим, Первомайський р-н, вул. Миру, буд. 10","Автономна республіка крим, Первомайський р-н, вул. Миру, буд. 10",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Алуштинська міська організація Української республіканської партії Собор,Автономна республіка крим,20713185,"Автономна республіка крим, м. Алушта, вул. Ювілейна, буд. 16","Автономна республіка крим, м. Алушта, вул. Ювілейна, буд. 16",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Ленінська районна організація Української республіканської партії Собор,Автономна республіка крим,24867229,"Автономна республіка крим, Ленінський р-н, вул. Пушкіна, буд. 75","Автономна республіка крим, Ленінський р-н, вул. Пушкіна, буд. 75",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Севастопольська міська територіальна організація політичної партії Українська платформа Собор,севастополь,26496889,"м. севастополь, Балаклавський, просп. Античний, буд. 89","м. севастополь, Балаклавський, просп. Античний, буд. 89",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Кримська республіканська організація політичної партії Українська платформа Собор,севастополь,26225481,"м. севастополь, Балаклавський, вул. Севастопольська, буд. 20/1","м. севастополь, Балаклавський, вул. Севастопольська, буд. 20/1",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Вінницька обласна організація,Вінницька область,26030435,"Вінницька обл., м. Вінниця, вул. Бевза, буд. 34","Вінницька обл., м. Вінниця, вул. Бевза, буд. 34",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Волинська обласна організація Республіканської платформи,Волинська область,21734143,"Волинська обл., м. Луцьк, вул. Кривий Вал, буд. 21","Волинська обл., м. Луцьк, вул. Кривий Вал, буд. 21",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Житомирська обласна організація,Житомирська область,20414943,"Житомирська обл., м. Житомир, вул. Кафедральна, буд. 8","Житомирська обл., м. Житомир, вул. Кафедральна, буд. 8",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Закарпатська обласна організація,Закарпатська область,22099239,"Закарпатська обл., м. Ужгород, вул. Богомольця Олександра, буд. 20","Закарпатська обл., м. Ужгород, вул. Богомольця Олександра, буд. 20",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Ужгородська міська організація,Закарпатська область,34022912,"Закарпатська обл., м. Ужгород, вул. Богомольця Олександра, буд. 20","Закарпатська обл., м. Ужгород, вул. Богомольця Олександра, буд. 20",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Запорізька обласна організація,Запорізька область,20517136,"Запорізька обл., м. Запоріжжя, вул. Гагаріна, буд. 12","Запорізька обл., м. Запоріжжя, вул. Гагаріна, буд. 12",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Київська міська організація Республіканської платформи,київ,21618520,"м. київ, Подільський, вул. Кирилівська, буд. 63Д","м. київ, Подільський, вул. Кирилівська, буд. 63Д",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Ірпінська міська організація Української республіканської партії Собор,Київська область,33092769,"Київська обл., м. Ірпінь, вул. Соборна, буд. 105","Київська обл., м. Ірпінь, вул. Соборна, буд. 105",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Камʼянка-Бузька міська організація,Львівська область,26307061,"Львівська обл., Камʼянка-Бузький р-н, вул. Шевченка, буд. 1","Львівська обл., Камʼянка-Бузький р-н, вул. Шевченка, буд. 1",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Моршинська міська організація,Львівська область,26361563,"Львівська обл., м. Моршин, вул. Франка Івана, буд. 12","Львівська обл., м. Моршин, вул. Франка Івана, буд. 12",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Херсонська обласна організація,Херсонська область,33725784,"Херсонська обл., м. Херсон, просп. 200-річчя Херсона, буд. 7","Херсонська обл., м. Херсон, просп. 200-річчя Херсона, буд. 7",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Черкаська обласна організація,Черкаська область,44318410,"Черкаська обл., м. Черкаси, вул. Гагаріна, буд. 33","Черкаська обл., м. Черкаси, вул. Гагаріна, буд. 33",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Львівська обласна організація,Львівська область,33981837,"Львівська обл., м. Львів, вул. Стефаника В., буд. 10","Львівська обл., м. Львів, вул. Стефаника В., буд. 10",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Одеська обласна організація,Одеська область,26303270,"Одеська обл., Лиманський р-н, вул. Степна, буд. 2А","Одеська обл., Лиманський р-н, вул. Степна, буд. 2А",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Рівненська обласна організація,Рівненська область,26299309,"Рівненська обл., м. Рівне, вул. Петлюри Симона, буд. 1","Рівненська обл., м. Рівне, вул. Петлюри Симона, буд. 1",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Тернопільська обласна організація,Тернопільська область,14034675,"Тернопільська обл., м. Тернопіль, вул. Кульчицької О., буд. 2А","Тернопільська обл., м. Тернопіль, вул. Кульчицької О., буд. 2А",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Київська обласна організація Республіканської платформи,Київська область,22869388,"Київська обл., Києво-Святошинський р-н, вул. Боголюбова, буд. 20","Київська обл., Києво-Святошинський р-н, вул. Боголюбова, буд. 20","ТВБВ № 10026/0187 філії - Головного управління по м. Києву та Київській області АТ ""Ощадбанк"", ЄДРПОУ: 09322277, р/р № UA613226690000026004300737748"
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Камʼянець-Подільська міська організація,Хмельницька область,43344193,"Хмельницька обл., м. Камʼянець-Подільський, вул. Героїв Небесної Сотні, буд. 49","Хмельницька обл., м. Камʼянець-Подільський, вул. Героїв Небесної Сотні, буд. 49",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Краматорська районна організація,Донецька область,43784317,"Донецька обл., Словʼянський р-н, вул. Кошуби, буд. 21","Донецька обл., Словʼянський р-н, вул. Кошуби, буд. 21","Філія Донецьке ОУ АТ «Ощадбанк», ЄДРПОУ: 09334702, р/р № UA763351060000026007300702681"
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Центральний офіс,київ,00049153,"м. київ, Подільський, вул. Кирилівська, буд. 63Д","м. київ, Подільський, вул. Кирилівська, буд. 63Д","АТ «Ощадбанк» ТВБВ 10026/016 Філії - ГУ по м. Києву та Київській області, ЄДРПОУ: 09322277, р/р № UA163226690000026007301284275; АТ «Ощадбанк» ТВБВ 10026/016 Філії - ГУ по м. Києву та Київській області, ЄДРПОУ: 09322277, р/р № UA553226690000029094300284275"
