Вид нематеріального активу,Назва нематеріального активу,Партія,Квартал,Рік
Право на видання засобу масової інформації,"Партійна газета ""Солідарність.Буковина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видання засобу масової інформації,"Партійна газета ""Солідарність. Дніпропетровщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобу масової інформації,"Партійна газета""Солідарність.КИЇВЩИНА""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Знак для товарів і послуг №201095,"Знак політичної партії ""БПП ""Солідарність""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Знак для товарів і послуг №201096,"Знак політичної партії ""БПП ""Солідарність""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Знак товарів і послуг,"Знак Політичної партії логотип ""ЄС""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видання засобу масової інформації,"Партійна газета ""Солідарність""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft Office Home,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft Windows 10,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Авторське право та суміжні з ним права,Програмний комплекс 1С:8.2,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність.Донеччина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Друкований ЗМІ ""Партійна газета""Солідарність Закарпаття""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Партійна газета ""СОЛІДАРНІСТЬ. РІВНЕНЩИНА.""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Друкований засіб масової інформації ""Партіїна газета ""Солідарність. Миколаївщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видання засобу масової інформації,"Партійна газета ""Солідарність. Волинь""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видання ЗМІ,"Партіна газета ""Солідарність Дніпро""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації ,"Партійна газета ""Содідарність Прикарпаття""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Партійна газета,"Партійна газета ""Солідарність Кіровоградщини""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Партійна газета ""СОЛІДАРНІСТЬ ВІННИЧЧИНА""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність.Черкащина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. Тернопілля""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Партіййна газета ""Солідарність.Сумщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. Чернігівщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність Харківщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. Полтавщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. Луганщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видання засобу масової інформації,"Партійна газета ""Солідарність.Буковина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видання засобу масової інформації,"Партійна газета ""Солідарність. Дніпропетровщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Інші нематеріальні права,"Газета ""Солідарність. Житомирщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. КИЇВЩИНА""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. Херсонщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видавництво засобу масової інформації,"Партійна газета "" Солідарність.Київ""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Знак для товарів та послуг №201095,"Знак Політичної партії ""БПП СОЛІДАРНІСТЬ""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Знак для товарів і послуг №201096,"Знак Політичної партії ""БПП СОЛІДАРНІСТЬ""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Майнові права на твір,"Графічне зображення ""Логотип Політичної партії ""Європейська Солідарність""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Право на видання друкованого засобу масової інформації,"Партійна газета ""СОЛІДАРНІСТЬ""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft Office Home,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft Windows 10,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
Авторське право та суміжні з ним права,Програмний комплекс 1С:8.2,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2,2021
