Вид нематеріального активу,Назва нематеріального активу,Партія,Квартал,Рік
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Друкований засіб масової інформації «Всеукраїнська газета «УДАР»,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,1,2023
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Прапор ,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,1,2023
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Девіз,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,1,2023
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",udar.party (доменне імя),УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,1,2023
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Комп""ютерна програма ""М.Е.Doc""",УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,1,2023
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Комп""ютерна програма ""ZOOM Video Conferencing Pro""",УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,1,2023
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",udar.party (сайт),УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,1,2023
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Розпізнавальний знак,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,1,2023
Електронний цифровий підпис,"ТОВ ""Центр сертифікації ключів ""Україна"" ",УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,4,2023
"інші нематеріальні активи (право на ведення діяльності, використання економічних та інших привілеїв",Електронний цифровий підпис (Головний бухгалтер ),УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,4,2023
Авторське право та суміжні з ним права,Програмний продукт MS Office 2019,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,4,2023
Авторське право та суміжні з ним права,Програмний продукт Microsoft Windows 10 Pro 64-bit Russian,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,4,2023
Авторське право та суміжні з ним права,Програма МЕДОК,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,4,2023
"Ключ ЕЦП (керівник), видавецьТОВ""ЦСК Україна""",електронний цифровий підпис,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,4,2023
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Електронний цифровий підпис (Керівник та печатка),УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,4,2023
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Електронний цифровий підпис (Керівник та Печатка організації) видавець АТ ""Ощадбанк""",УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,4,2023
https://udar.party/,Сайт ,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,4,2023
"Інші  нематеріальні права (Право на провадження діяльності, використання економічних та інших привілеїв)",Електронний цифровий підпис (Головний бухгалтер ),УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,3,2023
Авторське право та суміжні з ним права,Програмний продукт MS Office 2019,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,3,2023
Авторське право та суміжні з ним права,Програмний продукт Microsoft Windows 10 Pro 64-bit Russian,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,3,2023
Авторське право та суміжні з ним права,Програма МЕДОК,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,3,2023
Авторське право та суміжні з ним права,Програма МЕДОК,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,3,2023
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Електронний цифровий підпис (Керівник та Печатка організації) видавець АТ ""Ощадбанк""",УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,3,2023
"Ключ ЕЦП (керівник), видавецьТОВ""ЦСК Україна""",електронний цифровий підпис,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,3,2023
Електронний цифровий підпис,"ТОВ ""Центр сертифікації ключів ""Україна"" ",УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,3,2023
https://udar.party/,Сайт ,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,3,2023
"Інші  нематеріальні права (Право на провадження діяльності, використання економічних та інших привілеїв)",Електронний цифровий підпис (Головний бухгалтер ),УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2,2023
Авторське право та суміжні з ним права,Програмний продукт MS Office 2019,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2,2023
Авторське право та суміжні з ним права,Програмний продукт Microsoft Windows 10 Pro 64-bit Russian,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2,2023
Авторське право та суміжні з ним права,Програма МЕДОК,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2,2023
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Електронний цифровий підпис (Керівник та Печатка організації) видавець АТ ""Ощадбанк""",УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2,2023
"Ключ ЕЦП (керівник), видавецьТОВ""ЦСК Україна""",електронний цифровий підпис,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2,2023
Електронний цифровий підпис,"ТОВ ""Центр сертифікації ключів ""Україна"" ",УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2,2023
https://udar.party/,Сайт ,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2,2023
