Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Офіс,"м. Чернігів, вул. Магістратська, буд. 4/19",62.7,,13.02.2023,0,Тимчасове безоплатне  користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Нежитлова будівля,"вул. Штейнбарга Елієзера, буд. 23",62.5,,01.10.2021,14062.5,безкоштовно,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Офіс,"м. Хмельницький, вул. Старокостянтинівське шосе, буд. 26, оф. 701",43.0,,01.10.2023,0,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Житловий будинок,"м. Київ, вул. Грушевського Михайла, буд. 9А, нежитлове прим.№2, секція ""Г""",138.6,,07.11.2022,,"Безоплатне користування майном, що орендоване Політичною партією «УДАР Віталія Кличка»",,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Офіс,"м. Кропивницький, вул. Тараса Карпи, буд. 55",93.2,,20.11.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Офіс,"м. Біла Церква, вул. Фастівська, буд. 1, частина приміщення 125",5.0,,17.11.2021,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Офіс,"м. Запоріжжя, вул. Незалежної України, б. 92, пр. 13",120.0,,01.10.2021,,безоплатне користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Офіс,"Харківська обл., м. Харків, вул. Достоєвського, буд. 3",15.0,,01.03.2021,13837.2,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Офіс,"м. Полтава, вул. Гоголя 19А",27.8,,24.08.2020,1278375.28,договір позички,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Нежитлова будівля,"м. Суми, вул. Супруна, б. 17/1",129.0,,17.11.2021,0,Строкове безоплатне користування,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Офіс,"м. Дніпро, просп. Дмитра Яворницького 3, буд. 2001",20.0,,01.01.2023,,Інше право користування,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Офіс,"м. Вінниця, вул. Князів Коріатовичів, буд. 189",3.0,,01.01.2022,740,безоплатне користування майном,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Квартира,"м. Львів, вул. Олени Теліги, буд. 21, кв. 8",50.0,*,14.07.2021,0,інше право користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Квартира,"м. Івано-Франківськ, вул. Биха, буд. 20А, кв. 7",97.8,,01.01.2021,0,Право користування ,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Нежитлова будівля,"Херсонська обл., м. Херсон, вул. Суворова, буд. 37",10.0,,12.06.2020,0,Договір позички,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Офіс,"м. Київ, вул. Грушевського Михайла, буд. 9А, корпус Г, нежитлове № 2",138.6,,12.04.2021,21057442.56,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-12-31,4,2023
Квартира,"м. Львів, вул. Олени Теліги, буд. 21, кв. 8",50.0,*,14.07.2021,0,Інше право користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Нежитлова будівля,"м. Луцьк, вул. Садовського, буд. 4А",60.0,,01.03.2022,,Безоплатне користування майном,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Житловий будинок,"м.. Київ, вул. м.. Грушевського, буд. 9А, нежитлове приміщення №2, секція Г",138.6,,07.11.2022,,"Безоплатне користування надане орендодавцем Політичною партією ""УДАР Віталія Кличка""",,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"м. Дніпро, просп. Дмитра Яворницького 3, буд. 2001",20.0,,01.01.2022,,Безоплатне користування,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"Харківська обл., м. Харків, вул. Достоєвського, буд. 3",15.0,,01.03.2021,13837.2,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Нежитлова будівля,"Херсонська обл., м. Херсон, вул. Суворова, буд. 37",10.0,,12.06.2020,0,Договір позички,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"м. Житомир, вул. Басейна, буд. 2А",52.3,,30.06.2021,120000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"м. Баранівка, вул. Соборна, буд. 24",102.0,,15.08.2021,63050,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"смт Пулини, вул. Т. Шевченка, буд. 116",57.1,,15.06.2022,442789.12,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"м. Овруч, вул. Т. Шевченка, буд. 53А",47.0,,01.08.2023,400000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"м. Андрушівка, вул. Зозулинського, буд. 38",35.0,,29.08.2023,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"м. Запоріжжя, вул. Незалежної України, б. 92, пр. 13",120.0,,01.10.2021,,безоплатне користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Нежитлова будівля,"м. Суми, вул. Супруна, б. 17/1",129.0,,17.11.2021,0,Строкове безоплатне користування,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"м. Вінниця, вул. Князів Коріатовичів, буд. 189",3.0,,01.01.2022,740,безоплатне користування майном,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Нежитлова будівля,"вул. Штейнбарга Елієзера, буд. 23",62.5,,01.10.2021,14062.5,безкоштовно,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"м. Кропивницький, вул. Тараса Карпи, буд. 55",93.2,,20.11.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"м. Біла Церква, вул. Фастівська, буд. 1, частина приміщення 125",5.0,,17.11.2021,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
нежитлове приміщення,"м. Рівне вул. Грушевського, буд. 77",200.0,,01.07.2021,385000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"м. Чернігів, вул. Магістратська, буд. 4/19",62.7,,13.02.2023,0,Тимчасове безоплатне  користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Квартира,"м. Івано-Франківськ, вул. Биха, буд. 20А, кв. 7",97.8,,01.01.2021,0,Право користування ,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"м. Хмельницький, вул. Володимирська, буд. 71",84.6,,16.11.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"м. Полтава, вул. Гоголя 19А",27.8,,24.08.2020,1278375.28,договір позички,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Офіс,"м. Київ, вул. Грушевського Михайла, буд. 9А, корпус Г, нежитлове № 2",138.6,,12.04.2021,21057442.56,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-09-30,3,2023
Квартира,"м. Львів, вул. Олени Теліги, буд. 21, кв. 8",50.0,*,14.07.2021,0,Інше право користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Нежитлова будівля,"м. Луцьк, вул. Садовського, буд. 4А",60.0,,01.03.2022,,Безоплатне користування майном,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Житловий будинок,"м.. Київ, вул. м.. Грушевського, буд. 9А, нежитлове приміщення №2, секція Г",138.6,,07.11.2022,,"Безоплатне користування надане орендодавцем Політичною партією ""УДАР Віталія Кличка""",,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Офіс,"м. Дніпро, просп. Дмитра Яворницького 3, буд. 2001",20.0,,01.01.2022,,Безоплатне користування,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Офіс,"Харківська обл., м. Харків, вул. Достоєвського, буд. 3",15.0,,01.03.2021,13837.2,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Нежитлова будівля,"Херсонська обл., м. Херсон, вул. Суворова, буд. 37",10.0,,12.06.2020,0,Договір позички,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Офіс,"м. Житомир, вул. Басейна, буд. 2А",52.3,,30.06.2021,120000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Офіс,"м. Баранівка, вул. Соборна, буд. 24",102.0,,15.08.2021,63050,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Офіс,"смт Пулини, вул. Т. Шевченка, буд. 116",57.1,,15.06.2022,442789.12,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Офіс,"м. Запоріжжя, вул. Незалежної України, б. 92, пр. 13",120.0,,01.10.2021,,безоплатне користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Нежитлова будівля,"м. Суми, вул. Супруна, б. 17/1",129.0,,17.11.2021,0,Строкове безоплатне користування,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Офіс,"м. Вінниця, вул. Князів Коріатовичів, буд. 189",3.0,,01.01.2022,740,безоплатне користування майном,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Нежитлова будівля,"вул. Штейнбарга Елієзера, буд. 23",62.5,,01.10.2021,14062.5,безкоштовно,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Офіс,"м. Кропивницький, вул. Тараса Карпи, буд. 55",93.2,,20.11.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Офіс,"м. Біла Церква, вул. Фастівська, буд. 1, частина приміщення 125",5.0,,17.11.2021,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
нежитлове приміщення,"м. Рівне вул. Грушевського, буд. 77",200.0,,01.07.2021,385000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Офіс,"м. Чернігів, вул. Магістратська, б. 4/19",62.7,,13.02.2023,0,Тимчасове безоплатне користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Квартира,"м. Івано-Франківськ, вул. Биха, буд. 20А, кв. 7",97.8,,01.01.2021,0,Право користування ,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
Офіс,"м. Хмельницький, вул. Володимирська, буд. 71",84.6,,16.11.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2023-06-30,2,2023
