Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,БАХМАЦЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Чернігівська область,26107830,"Чернігівська обл., Ніжинський р-н, вул. Жованик Г., буд. 65","Чернігівська обл., Ніжинський р-н, вул. Жованик Г., буд. 65",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ПУТИЛЬСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Чернівецька область,26034999,"Чернівецька обл., Чернівецький р-н, вул. Довбуша О., буд. 136","Чернівецька обл., Чернівецький р-н, вул. Довбуша О., буд. 136",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,КОЗЕЛЕЦЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Чернігівська область,26034083,"Чернігівська обл., Чернігівський р-н, вул. Зелена, буд. 7","Чернігівська обл., Чернігівський р-н, вул. Зелена, буд. 7",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,МАРЇНСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Донецька область,26041090,"Донецька обл., Покровський р-н, вул. Чкалова, буд. 54","Донецька обл., Покровський р-н, вул. Чкалова, буд. 54",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,БОРІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Харківська область,26066539,"Харківська обл., Ізюмський р-н, вул. Привокзальна, буд. 3","Харківська обл., Ізюмський р-н, вул. Привокзальна, буд. 3",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ПЕРВОМАЙСЬКА МІСЬКА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Харківська область,26066551,"Харківська обл., Лозівський р-н, мікрорайон 3, 68","Харківська обл., Лозівський р-н, мікрорайон 3, 68",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ВОВЧАНСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Харківська область,26066516,"Харківська обл., Чугуївський р-н, вул. Миру, буд. 161","Харківська обл., Чугуївський р-н, вул. Миру, буд. 161",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ЗОЛОЧІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Харківська область,26066479,"Харківська обл., Богодухівський р-н, вул. Кожедуба, буд. 17","Харківська обл., Богодухівський р-н, вул. Кожедуба, буд. 17",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,НОВОВОДОЛАЗЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Харківська область,26066396,"Харківська обл., Купʼянський р-н, вул. Карʼєрна, буд. 152","Харківська обл., Купʼянський р-н, вул. Карʼєрна, буд. 152",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ХАРКІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Харківська область,26064598,"Харківська обл., Харківський р-н, вул. Українська, буд. 117","Харківська обл., Харківський р-н, вул. Українська, буд. 117",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ВАСИЛЬКІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Київська область,26078577,"Київська обл., Обухівський р-н, вул. Комарова, буд. 68/5","Київська обл., Обухівський р-н, вул. Комарова, буд. 68/5",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ФАСТІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Київська область,26078790,"Київська обл., Фастівський р-н, вул. Соборна, буд. 32","Київська обл., Фастівський р-н, вул. Соборна, буд. 32",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,КРИМСЬКА РЕСПУБЛІКАНСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Автономна республіка крим,25986678,"Автономна республіка крим, м. Сімферополь, вул. Київська, буд. 117/2","Автономна республіка крим, м. Сімферополь, вул. Київська, буд. 117/2",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ДОНЕЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Донецька область,25987668,"Донецька обл., Донецький р-н, Квартал 103, 21","Донецька обл., Донецький р-н, Квартал 103, 21",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,РІПКИНСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Чернігівська область,25999648,"Чернігівська обл., Чернігівський р-н, вул. Святомиколаївська, буд. 1","Чернігівська обл., Чернігівський р-н, вул. Святомиколаївська, буд. 1",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,СОСНИЦЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Чернігівська область,25999281,"Чернігівська обл., Корюківський р-н, вул. Виноградського, буд. 16","Чернігівська обл., Корюківський р-н, вул. Виноградського, буд. 16",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ЛЮБОТИНСЬКА МІСЬКА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Харківська область,26066597,"Харківська обл., Харківський р-н, вул. Партизанська, буд. 4","Харківська обл., Харківський р-н, вул. Партизанська, буд. 4",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,КАЛІНІНСЬКА РАЙОННА ОРГАНІЗАЦІЯ М.ДОНЕЦЬКА НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Донецька область,26020572,"Донецька обл., м. Донецьк, вул. Ульянової Марії, буд. 64А","Донецька обл., м. Донецьк, вул. Ульянової Марії, буд. 64А",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,СУМСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Сумська область,24019286,"Сумська обл., м. Суми, вул. Богуна, буд. 21","Сумська обл., м. Суми, вул. Богуна, буд. 21",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ПОЛТАВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Полтавська область,25971578,"Полтавська обл., м. Полтава, вул. Європейська, буд. 3","Полтавська обл., м. Полтава, вул. Європейська, буд. 3",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ДНІПРОПЕТРОВСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТ,Дніпропетровська область,33949594,"Дніпропетровська обл., Дніпровський р-н, вул. Папаніна, буд. 32","Дніпропетровська обл., Дніпровський р-н, вул. Папаніна, буд. 32",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,КЕЛЬМЕНЕЦЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Чернівецька область,25076636,"Чернівецька обл., Дністровський р-н, вул. Першотравнева, буд. 11","Чернівецька обл., Дністровський р-н, вул. Першотравнева, буд. 11",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ХМЕЛЬНИЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Хмельницька область,25993829,"Хмельницька обл., Хмельницький р-н, просп. Миру, буд. 51","Хмельницька обл., Хмельницький р-н, просп. Миру, буд. 51",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,СЕВАСТОПОЛЬСЬКА МІСЬКА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,севастополь,26071747,"м.. севастополь, Балаклавський, вул. Корчагіна Павла, буд. 1","м.. севастополь, Балаклавський, вул. Корчагіна Павла, буд. 1",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ЧЕРКАСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Черкаська область,37307850,"Черкаська обл., м. Черкаси, вул. Дашковича Остафія, буд. 20","Черкаська обл., м. Черкаси, вул. Дашковича Остафія, буд. 20",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,РАТНІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Волинська область,34052088,"Волинська обл., Ковельський р-н, вул. Броди, буд. 12","Волинська обл., Ковельський р-н, вул. Броди, буд. 12",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,КИЇВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,київ,21718474,"м.. київ, Голосіївський, вул. Васильківська, буд. 4","м.. київ, Голосіївський, вул. Васильківська, буд. 4",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,БОГОДУХІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Харківська область,26066545,"Харківська обл., Богодухівський р-н, вул. Комарова, буд. 25А","Харківська обл., Богодухівський р-н, вул. Комарова, буд. 25А",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ШЕВЧЕНКІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Харківська область,26066427,"Харківська обл., Купʼянський р-н, пров. Чайковського, буд. 7","Харківська обл., Купʼянський р-н, пров. Чайковського, буд. 7",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ЛОЗІВСЬКА РО НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Харківська область,26066404,"Харківська обл., Лозівський р-н, вул. Азєва, буд. 3","Харківська обл., Лозівський р-н, вул. Азєва, буд. 3",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ЖИТОМИРСЬКА ОБЛАСНА ОРГАНIЗАЦIЯ ПОЛIТИЧНОЇ ПАРТIЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНIСТЬ,Житомирська область,25924490,"Житомирська обл., м. Житомир, вул. Короленка, буд. 4А","Житомирська обл., м. Житомир, вул. Короленка, буд. 4А",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ВОЛИНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ ЗА ЄДНІСТЬ,Волинська область,25944794,"Волинська обл., Луцький р-н, вул. Єршова, буд. 11","Волинська обл., Луцький р-н, вул. Єршова, буд. 11",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,РІВНЕНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Рівненська область,25949768,"Рівненська обл., Рівненський р-н, вул. Князя Володимира, буд. 36","Рівненська обл., Рівненський р-н, вул. Князя Володимира, буд. 36",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ЧЕРНІГІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Чернігівська область,26000115,"Чернігівська обл., м. Чернігів, вул. 21-го Вересня, буд. 13","Чернігівська обл., м. Чернігів, вул. 21-го Вересня, буд. 13",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ЛУГАНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Луганська область,25963863,"Луганська обл., м. Луганськ, вул. Партізанская 2, буд. 18","Луганська обл., м. Луганськ, вул. Партізанская 2, буд. 18",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ПУСТОМИТІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Львівська область,26095661,"Львівська обл., Львівський р-н, вул. Тичини Павла, буд. 51","Львівська обл., Львівський р-н, вул. Тичини Павла, буд. 51",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,РІВНЕНСЬКА МІСЬКА ОРГАНІЗАЦІЯ НАРОДНОГО РУХУ УКРАЇНИ ЗА ЄДНІСТЬ,Рівненська область,26151529,"Рівненська обл., Рівненський р-н, вул. Івасюка Володимира, буд. 36","Рівненська обл., Рівненський р-н, вул. Івасюка Володимира, буд. 36",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,КИЇВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІІ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ У М.ПОЛТАВ,Полтавська область,26002835,"Полтавська обл., м. Полтава, вул. Єднання, буд. 18А","Полтавська обл., м. Полтава, вул. Єднання, буд. 18А",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ХЕРСОНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Херсонська область,25985238,"Херсонська обл., м. Херсон, вул. Короленка, буд. 26","Херсонська обл., м. Херсон, вул. Короленка, буд. 26",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ОКТЯБРСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ В М.ПОЛТАВА,Полтавська область,26002829,"Полтавська обл., м. Полтава, шосе Київське, 78","Полтавська обл., м. Полтава, шосе Київське, 78",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,БОГУНСЬКА РАЙОННА ОРГАНІЗАЦІЯ М.ЖИТОМИРА ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Житомирська область,25982777,"Житомирська обл., м. Житомир, вул. Піщана, буд. 159","Житомирська обл., м. Житомир, вул. Піщана, буд. 159",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ВОЛОЧИСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Хмельницька область,26036805,"Хмельницька обл., Хмельницький р-н, вул. Гагаріна, буд. 45","Хмельницька обл., Хмельницький р-н, вул. Гагаріна, буд. 45",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ІРПІНСЬКА РАЙОННА ПОЛІТИЧНА ОРГАНІЗАЦІЯ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Київська область,26103950,"Київська обл., Бучанський р-н, вул. 1 Травня, буд. 152","Київська обл., Бучанський р-н, вул. 1 Травня, буд. 152",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ГЕНІЧЕСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Херсонська область,26083408,"Херсонська обл., Генічеський р-н, вул. Коцюбинського, буд. 46","Херсонська обл., Генічеський р-н, вул. Коцюбинського, буд. 46",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,БІЛОЗЕРСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Херсонська область,26032730,"Херсонська обл., Херсонський р-н, вул. Будівельників, буд. 11","Херсонська обл., Херсонський р-н, вул. Будівельників, буд. 11",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,НІЖИНСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Чернігівська область,25999335,"Чернігівська обл., Ніжинський р-н, вул. Обʼїжджа, буд. 56","Чернігівська обл., Ніжинський р-н, вул. Обʼїжджа, буд. 56",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ЦЮРУПИНСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Херсонська область,25986060,"Херсонська обл., Херсонський р-н, вул. Бойко, буд. 15","Херсонська обл., Херсонський р-н, вул. Бойко, буд. 15",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ЛЕНІНСЬКА РАЙОННА ОРГАНІЗАЦІЯ У М.ПОЛТАВА ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Полтавська область,26026439,"Полтавська обл., м. Полтава, вул. Художня, буд. 29","Полтавська обл., м. Полтава, вул. Художня, буд. 29",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ПЕРВИННА ПАРТІЙНА ОРГАНІЗАЦІЯ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Рівненська область,26151601,"Рівненська обл., Сарненський р-н, вул. Шевченка, буд. 3","Рівненська обл., Сарненський р-н, вул. Шевченка, буд. 3",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,САМБІРСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Львівська область,25261463,"Львівська обл., Самбірський р-н, вул. Івасюка В., буд. 32","Львівська обл., Самбірський р-н, вул. Івасюка В., буд. 32",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Львівська область,25260920,"Львівська обл., м. Львів, пл. Ринок, 29","Львівська обл., м. Львів, пл. Ринок, 29",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ДНІПРОВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ З ПРАВОМ ЮРИДИЧНОЇ ОСОБИ,київ,33781901,"м.. київ, Дніпровський, вул. Шаповала Генерала, буд. 4","м.. київ, Дніпровський, вул. Шаповала Генерала, буд. 4",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ТЕРНОПІЛЬСЬКА ОБЛ. ОРГАНІЗАЦІЯ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Тернопільська область,25934985,"Тернопільська обл., Тернопільський р-н, бульв. Шевченка Тараса, буд. 23","Тернопільська обл., Тернопільський р-н, бульв. Шевченка Тараса, буд. 23",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Івано-франківська область,25952701,"Івано-франківська обл., Івано-Франківський р-н, вул. Дністровська, буд. 55","Івано-франківська обл., Івано-Франківський р-н, вул. Дністровська, буд. 55",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ЗАПОРІЗЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Запорізька область,26014399,"Запорізька обл., м. Запоріжжя, вул. Малинова, буд. 42","Запорізька обл., м. Запоріжжя, вул. Малинова, буд. 42",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ТАРАЩАНСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Київська область,26103944,"Київська обл., Білоцерківський р-н, вул. Білоцерківська, буд. 22","Київська обл., Білоцерківський р-н, вул. Білоцерківська, буд. 22",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,САРНЕНСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПАРТІЇ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Рівненська область,26151469,"Рівненська обл., Сарненський р-н, вул. Шевченка, буд. 33","Рівненська обл., Сарненський р-н, вул. Шевченка, буд. 33",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Київська область,26078904,"Київська обл., Броварський р-н, вул. Короленка, буд. 148","Київська обл., Броварський р-н, вул. Короленка, буд. 148",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,ОЧАКІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ НАРОДНИЙ РУХ УКРАЇНИ ЗА ЄДНІСТЬ,Миколаївська область,26131432,"Миколаївська обл., Миколаївський р-н, вул. Бейкушська, буд. 60","Миколаївська обл., Миколаївський р-н, вул. Бейкушська, буд. 60",
НАРОДНИЙ РУХ ЗА ЄДНІСТЬ УКРАЇНИ,Центральний офіс,київ,25886045,"м.. київ, Подільський, вул. Ігорівська, буд. 13/5","м.. київ, Подільський, вул. Ігорівська, буд. 13/5",
