Вид нематеріального активу,Назва нематеріального активу,Місцезнаходження обʼєкта,Дата придбання,Вартість придбання,Наявність обтяжень,Дата відчуження,Вартість відчуження майна,Сума доходу (грн),Балансова вартість на кінець звітного періоду (грн),Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Windows,"м. Івано-Франківськ, вул. Макогона, буд. 31А, оф. 7",2017-11-29,6242,обтяження відсутнє,,,,"5123,32",Опозиційний блок,Івано-Франківська обласна організація,39711819,Івано-Франківська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Office,"м. Івано-Франківськ, вул. Макогона, буд. 31А, оф. 7",2017-11-29,11458,обтяження відсутнє,,,,"776,68",Опозиційний блок,Івано-Франківська обласна організація,39711819,Івано-Франківська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмне забезпечення ""1С:Бухгалтерія 8 для України""","м. Київ, вул. Генерала Алмазова, буд. 18/7, оф. 120",2017-10-25,3300,обтяження відсутнє,,,,1375,Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Office Home and Business 2016 32/64 Russian DVD P2_2,"м. Київ, вул. Генерала Алмазова, буд. 18/7, оф. 120",2018-03-30,6651,обтяження відсутнє,,,,"4433,96",Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Office Home and Business 2016 32/64 Russian DVD P2_3,"м. Київ, вул. Генерала Алмазова, буд. 18/7, оф. 120",2018-03-30,6651,обтяження відсутнє,,,,"4433,96",Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Office Home and Business 2016 32/64 Russian DVD P2_4,"м. Київ, вул. Генерала Алмазова, буд. 18/7, оф. 120",2018-03-30,6651,обтяження відсутнє,,,,"4433,96",Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Office Home and Business 2016 32/64 Russian DVD P2_5,"м. Київ, вул. Генерала Алмазова, буд. 18/7, оф. 120",2018-03-30,6651,обтяження відсутнє,,,,"4433,96",Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Windows 10 Pro 32-bit/64-bit Russian USB,"м. Київ, вул. Генерала Алмазова, буд. 18/7, оф. 120",2018-03-30,7170,обтяження відсутнє,,,,4780,Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Windows 10 Pro 32-bit/64-bit Russian USB_1,"м. Київ, вул. Генерала Алмазова, буд. 18/7, оф. 120",2018-03-30,7170,обтяження відсутнє,,,,4780,Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Windows 10 Pro 32-bit/64-bit Russian USB_2,"м. Київ, вул. Генерала Алмазова, буд. 18/7, оф. 120",2018-03-30,7170,обтяження відсутнє,,,,4780,Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Windows 10 Pro 32-bit/64-bit Russian USB_3,"м. Київ, вул. Генерала Алмазова, буд. 18/7, оф. 120",2018-03-30,7170,обтяження відсутнє,,,,4780,Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Windows 10 Home 64-bit Russian 1pk DVD (5 штук),"м. Кропивницький, вул. Ельворті, буд. 7",2017-11-21,20225,обтяження відсутнє,,,,"11236,04",Опозиційний блок,Кіровоградська обласна організація,39662568,Кіровоградська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Offiсe Home and Business 2016 32/64 Russian DVD P2 (5 штук),"м. Кропивницький, вул. Ельворті, буд. 7",2017-11-21,28645,обтяження відсутнє,,,,"15913,96",Опозиційний блок,Кіровоградська обласна організація,39662568,Кіровоградська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмно продукція ""1С:Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","м. Кропивницький, вул. Ельворті, буд. 7",2017-10-24,3300,обтяження відсутнє,,,,"1741,61",Опозиційний блок,Кіровоградська обласна організація,39662568,Кіровоградська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Offiсe Home and Business 2016 32/64 Russian DVD P2,"м. Кропивницький, вул. Ельворті, буд. 7",2018-12-19,6651,обтяження відсутнє,,,,5912,Опозиційний блок,Кіровоградська обласна організація,39662568,Кіровоградська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Windows 10 Pro32-bit/64-bit Russian USB,"м. Кропивницький, вул. Ельворті, буд. 7",2018-12-19,7170,обтяження відсутнє,,,,"6373,32",Опозиційний блок,Кіровоградська обласна організація,39662568,Кіровоградська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","Луганська обл., м. Лисичанськ, вул. Свердлова, буд. 349",2018-04-11,3300,обтяження відсутнє,,,,2695,Опозиційний блок,Луганська обласна організація,39697428,Луганська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Office Home and Business 2016 32/64 Russian DVD P2,"Луганська обл., м. Лисичанськ, вул. Свердлова, буд. 349",2018-05-29,46557,обтяження відсутнє,,,,"38797,5",Опозиційний блок,Луганська обласна організація,39697428,Луганська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Windows 10 Pro 32-bit/64-bit Russian USB,"Луганська обл., м. Лисичанськ, вул. Свердлова, буд. 349",2018-05-29,50190,обтяження відсутнє,,,,41825,Опозиційний блок,Луганська обласна організація,39697428,Луганська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Прогрмна продукція ""1С:Підприємство""","м. Львів, вул. Зелена, буд. 149А",2017-10-24,3300,обтяження відсутнє,,,,"1237,5",Опозиційний блок,Львівська обласна організація,37613126,Львівська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція. MS Wsndows 10 Home 64-bit - 2 ліцензії,"м. Львів, вул. Зелена, буд. 149А",2017-11-29,6242,обтяження відсутнє,,,,"2340,75",Опозиційний блок,Львівська обласна організація,37613126,Львівська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція. MS Office Home and Business 2016 32/64 -2 ліцензії,"м. Львів, вул. Зелена, буд. 149А",2017-11-29,11458,обтяження відсутнє,,,,"4296,75",Опозиційний блок,Львівська обласна організація,37613126,Львівська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8. Клієнтська","м. Київ, вул. Волоська, буд. 6/14",2017-10-24,3300,обтяження відсутнє,,,,"969,64",Опозиційний блок,Київська міська організація,37311846,Київ,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Office Home and Business 20,"м. Київ, вул. Волоська, буд. 6/14",2017-11-21,40103,обтяження відсутнє,,,,"13367,64",Опозиційний блок,Київська міська організація,37311846,Київ,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Windows 10 Home 64-bit Russ,"м. Київ, вул. Волоська, буд. 6/14",2017-11-21,21847,обтяження відсутнє,,,,"7282,36",Опозиційний блок,Київська міська організація,37311846,Київ,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8.Клієнтська ліцензія на 1 робоче місце""-","м. Миколаїв, вул. Декабристів, буд. 41/23А",2017-10-25,3300,обтяження відсутнє,,,,"1787,5",Опозиційний блок,Миколаївська обласна організація,39751851,Миколаївська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD,"м. Миколаїв, вул. Декабристів, буд. 41/23А",2017-11-21,21847,обтяження відсутнє,,,,"12744,1",Опозиційний блок,Миколаївська обласна організація,39751851,Миколаївська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Office Home and Business 2016 32/64 Russian DVD P2,"м. Миколаїв, вул. Декабристів, буд. 41/23А",2017-11-21,40103,обтяження відсутнє,,,,"23393,4",Опозиційний блок,Миколаївська обласна організація,39751851,Миколаївська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Windows 10 Home 64-bit Russian 1pk DVD (7 штук),"м. Одеса, вул. Базарна, буд. 1",2017-11-21,21847,обтяження відсутнє,,,,7287,Опозиційний блок,Одеська обласна організація,39705145,Одеська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Offiсe Home and Business 2016 32/64 Russian DVD P2 (7 штук),"м. Одеса, вул. Базарна, буд. 1",2017-11-21,40103,обтяження відсутнє,,,,"13371,96",Опозиційний блок,Одеська обласна організація,39705145,Одеська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмно продукція ""1С:Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","м. Одеса, вул. Базарна, буд. 1",2017-10-25,3300,обтяження відсутнє,,,,2365,Опозиційний блок,Одеська обласна організація,39705145,Одеська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Windows 10 Home 64-bit Russian 1pk DVD (5 штук),"м. Полтава, вул. Котляревського, буд. 38/40, оф. 19",2017-11-24,15605,обтяження відсутнє,,,,"13514,36",Опозиційний блок,Полтавська обласна організація,39763762,Полтавська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Offiсe Home and Business 2016 32/64 Russian DVD P2 (5 штук),"м. Полтава, вул. Котляревського, буд. 38/40, оф. 19",2017-11-24,28645,обтяження відсутнє,,,,"24825,64",Опозиційний блок,Полтавська обласна організація,39763762,Полтавська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмно продукція ""1С:Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","м. Полтава, вул. Котляревського, буд. 38/40, оф. 19",2017-10-24,3300,обтяження відсутнє,,,,"2832,5",Опозиційний блок,Полтавська обласна організація,39763762,Полтавська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Бухгалтерія""","м. Рівне, вул. Соборна, буд. 67, оф. 10",2017-08-10,1560,обтяження відсутнє,,,,390,Опозиційний блок,Рівненська обласна організація,39661171,Рівненська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8""","м. Рівне, вул. Соборна, буд. 67, оф. 10",2017-10-25,3300,обтяження відсутнє,,,,"962,5",Опозиційний блок,Рівненська обласна організація,39661171,Рівненська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""MS Windows 10 Home 64-bit Russian 1pk DVD""","м. Рівне, вул. Соборна, буд. 67, оф. 10",2017-11-29,6242,обтяження відсутнє,,,,"4681,4",Опозиційний блок,Рівненська обласна організація,39661171,Рівненська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""MS Office Home and Bussines 2016 32/64 Russian DVD P2""","м. Рівне, вул. Соборна, буд. 67, оф. 10",2017-11-29,11458,обтяження відсутнє,,,,"8593,6",Опозиційний блок,Рівненська обласна організація,39661171,Рівненська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програма 1:С Підприємство,"м. Суми, просп. Курський, буд. 6/1",2017-10-25,3300,обтяження відсутнє,,,,1650,Опозиційний блок,Сумська обласна організація,39673391,Сумська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція,"м. Суми, просп. Курський, буд. 6/1",2017-10-24,15605,обтяження відсутнє,,,,"7802,48",Опозиційний блок,Сумська обласна організація,39673391,Сумська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція,"м. Суми, просп. Курський, буд. 6/1",2017-10-24,28645,обтяження відсутнє,,,,"14322,52",Опозиційний блок,Сумська обласна організація,39673391,Сумська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","м. Тернопіль, вул. Живова, буд. 11, оф. 303",2018-07-04,3300,обтяження відсутнє,,,"412,5",2200,Опозиційний блок,Тернопільська обласна організація,42106745,Тернопільська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Office Home and Business 2016 32/64 Russian DVD P2 (2 ліцензії),"м. Тернопіль, вул. Живова, буд. 11, оф. 303",2018-07-13,13302,обтяження відсутнє,,,"1662,75",8868,Опозиційний блок,Тернопільська обласна організація,42106745,Тернопільська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Windows 10 Pro 32-bit/64-bit Russian USB (2 ліцензії),"м. Тернопіль, вул. Живова, буд. 11, оф. 303",2018-07-13,14340,обтяження відсутнє,,,"1792,5",9560,Опозиційний блок,Тернопільська обласна організація,42106745,Тернопільська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство""","м. Харків, вул. Скрипника, буд. 4",2018-02-22,3300,обтяження відсутнє,,,,1650,Опозиційний блок,Харківська обласна організація,41806019,Харківська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція. MS Office Home and Business 2016 32/64 Russian DVD P2 (7 ліцензій),"м. Харків, вул. Скрипника, буд. 4",2018-02-09,46557,обтяження відсутнє,,,,"23278,5",Опозиційний блок,Харківська обласна організація,41806019,Харківська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція. MS Windows 10 Pro 32-bit/64-bit Russian USB (7 ліцензій),"м. Харків, вул. Скрипника, буд. 4",2018-02-09,50190,обтяження відсутнє,,,,25095,Опозиційний блок,Харківська обласна організація,41806019,Харківська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Операційна система MS Windows 10 Home x 64 Ukrainian (5 ліцензій),"м. Харків, вул. Скрипника, буд. 4",2018-11-15,18795,обтяження відсутнє,,,,"16445,625",Опозиційний блок,Харківська обласна організація,41806019,Харківська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Операційна система MS Windows 10 Home x 64 Ukrainian (15 ліцензій),"м. Харків, вул. Скрипника, буд. 4",2018-12-13,56385,обтяження відсутнє,,,,"49336,875",Опозиційний блок,Харківська обласна організація,41806019,Харківська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","м. Херсон, вул. Перекопська, буд. 20, оф. 404",2017-10-23,3300,обтяження відсутнє,,,,"962,5",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD,"м. Херсон, вул. Перекопська, буд. 20, оф. 404",2017-11-21,3121,обтяження відсутнє,,,,"1040,36",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2019
