Вид нематеріального активу,Назва нематеріального активу,Місцезнаходження обʼєкта,Дата придбання,Вартість придбання,Наявність обтяжень,Дата відчуження,Вартість відчуження майна,Сума доходу (грн),Балансова вартість на кінець звітного періоду (грн),Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""Партійна газета ""Солідарність. Кіровоградщина""","Україна, м. Кіровоград",2015-08-25,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Кіровоградська обласна організація,39697790,Кіровоградська область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Партійна газета ""Солідарність. Луганщина""","93400, Україна, Луганська область, м. Сєвєродонецьк, вул. Курчатова, буд. 23",2015-08-27,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Луганська обласна організація,39825996,Луганська область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Друкований засіб масової інформації,"м. Львів, вул. Лазаренка, буд. 1А, кв. 72",2015-08-26,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Львівська обласна організація,39702118,Львівська область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друкований засіб масової інформації ""Партіїна газета “Солідарність.Миколаївщина""","Україна, Миколаїв",2015-09-10,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Миколаївська обласна організація,26029188,Миколаївська область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друкований засіб масової інформації Партійна газета ""Солідарність. Одещина""","Україна, Одеська область, м. Одеса, вул. Канатна, 10",2016-02-04,0,обтяження відсутнє,,,,0,Блок Петра Порошенка,Одеська обласна організація,39607381,Одеська область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Свідоцтво про державну реєстрацію друкованого засобу масової інформації Партійної газети ""Солідарність. Полтавщина""","36014, м. Полтава, вул. Котляревського, буд. 22Б",2015-08-31,480,обтяження відсутнє,,,,480,Блок Петра Порошенка,Полтавська обласна організація,26090791,Полтавська область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Друкований засіб масової інформації,"м. Рівне, вул. Данила Галицького, буд.19, офіс 106",2015-08-26,204,обтяження відсутнє,,,,204,Блок Петра Порошенка,Рівненська обласна організація,39757256,Рівненська область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друкований засіб масової інформації ""Партійна газета ""Солідарність. Тернопілля""","46001, Тернопільчс ька обл., м. Тернопіль, вул. Сагайдачног о, 6-А",2015-08-25,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Тернопільська обласна організація,39614425,Тернопільська область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Партійна газета ""Солідарність. Харківщина""","61022, м. Харків, вул. Сумська, б.39, каб.220",2016-08-19,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Харківська обласна організація,39740347,Харківська область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Партійна газета ""Солідарність Херсонщині""","Хероснська обл., м. Херсон, вул. 14. Східна, буд. 3",2015-09-07,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Херсонська обласна організація,39438699,Херсонська область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Партійна газета ""Солідарність. Хмельниччина""",Україна м. Хмельницький,2015-10-09,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Хмельницька обласна організація,39545645,Хмельницька область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друкований засіб масової інформації ""Партійна газета ""Солідарність"" (Свідоцтво серії КВ № 21367-11167Р)","04176, м. Київ, вул. ЕЛЕКТРИКІВ, буд. 29А",2015-06-25,850,обтяження відсутнє,,,,850,Блок Петра Порошенка,Центральний офіс,21715714,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення 1С: Підприємство 8. Бухгалтерія 8 для України,"04176, м. Київ, вул. ЕЛЕКТРИКІВ, буд. 29А",2016-12-16,4680,обтяження відсутнє,,,,4680,Блок Петра Порошенка,Центральний офіс,21715714,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення Microsoft Windows 10 Professional (300 штук),Україна (Секретаріат та місцеві організації),2016-12-21,1167000,обтяження відсутнє,,,,1167000,Блок Петра Порошенка,Центральний офіс,21715714,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення Microsoft Office Home (300 штук),Україна (Секретаріат та місцеві організації),2016-12-21,1708500,обтяження відсутнє,,,,1708500,Блок Петра Порошенка,Центральний офіс,21715714,Україна,5,2016
"Комерційні позначення (товарні знаки, торгові марки)",Знак для товарів і послуг № 201095,"04176, м. Київ, вул. ЕЛЕКТРИКІВ, буд. 29А",2015-06-25,5835,обтяження відсутнє,,,,5835,Блок Петра Порошенка,Центральний офіс,21715714,Україна,5,2016
"Комерційні позначення (товарні знаки, торгові марки)",Знак для товарів і послуг № 201096,"04176, м. Київ, вул. ЕЛЕКТРИКІВ, буд. 29А",2015-06-25,40335,обтяження відсутнє,,,,40335,Блок Петра Порошенка,Центральний офіс,21715714,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Партійна газета ""Солідарність. Черкащина","Україна, м. Черкаси, вул. Сумгаїтська 8/2",2015-09-10,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Черкаська обласна організація,39602603,Черкаська область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друкований засіб масової інформації ""Солідарність. Буковина""","Україна, м. Чернівці вул. Комарова 13-А",2015-08-31,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Чернівецька обласна організація,39692702,Чернівецька область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Партійна газета ""Солідарність. Чернігівщина""","м. Чернігів, вул. Магістратська 4 кв. 20",2015-08-20,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Чернігівська обласна організація,39742680,Чернігівська область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друковані засоби масової інформації газета ""Павлоградські обрії""","м. Дніпропетровськ , вул. Карла Лібкнехта , буд.8",2008-06-10,0,обтяження відсутнє,,,,,"Всеукраїнське об'єднання ""Батьківщина""",Дніпропетровська обласна організація,25788756,Дніпропетровська область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друковані засоби массової інформації газета""Хочу в прорыв""","м. Дніпропетровськ , вул. Карла Лібкнехта , буд.8",2008-06-23,0,обтяження відсутнє,,,,,"Всеукраїнське об'єднання ""Батьківщина""",Дніпропетровська обласна організація,25788756,Дніпропетровська область,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друковані засоби массової інформації газета ""14 днів""","м. Дніпропетровськ, вул. м. Грушевського",2009-01-23,0,обтяження відсутнє,,,,,"Всеукраїнське об'єднання ""Батьківщина""",Дніпропетровська обласна організація,25788756,Дніпропетровська область,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С Підприємство 8 (додаткове побоие місце),"04080, м. Київ, вул. Турівська, буд. 15",2013-10-11,1440,обтяження відсутнє,,,,600,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С Підприємство 8,"04080, м. Київ, вул. Турівська, буд. 15",2013-02-01,5760,обтяження відсутнє,,,,1632,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""Батьківщина"" Свідоцтво серія ДП № 925",м. Дніпропетровськ,2002-03-05,0,обтяження відсутнє,,,,0,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Антивірусна прогарама ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Права на видавництво газети ""НАРОДНИЙ ФРОНТ""",Україна,2014-09-15,,обтяження відсутнє,,,,"3874,36",Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Емблема Політичної партії ""Народний Фронт""",Україна,2014-11-17,,обтяження відсутнє,,,,"3958,29",Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Прапор Політичної партії ""Народний Фронт""",Україна,2014-11-17,,обтяження відсутнє,,,,"3958,29",Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Девіз Політичної партії ""Народний Фронт""",Україна,2014-11-17,,обтяження відсутнє,,,,"3958,29",Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Комп'ютерна програма ""1С:Підприємство 8.3""",Україна,2016-12-26,8892,обтяження відсутнє,,,,8892,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Аудіоролик ""НАРОДНИЙ ФРОНТ""",Україна,2016-12-23,10000,обтяження відсутнє,,,,10000,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Аудіовізуальний твір-відеоролик ""НАРОДНИЙ ФРОНТ""",Україна,2016-12-23,90000,обтяження відсутнє,,,,90000,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Розпізнавальний знак Партії; Девіз Партії,"Україна, м. Львів, вул. Сахарова, 42",2015-03-16,0,обтяження відсутнє,,,,100000,"Об’єднання ""Самопоміч""",Центральний офіс,38558365,Україна,5,2016
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1С Бухгалтерія,"м. Київ, Кловськи узвіз, 7А",2016-12-08,9360,обтяження відсутнє,,,,9360,Радикальна партія Олега Ляшка,Центральний офіс,37279703,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Партійна газета ""СОЛІДАРНІСТЬ ВІННИЧИНА""","Україна, м. Вінниця свідоцтво держ.реєстр. № 943-301-Р",2015-09-09,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Вінницька обласна організація,39508645,Вінницька область,3,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друкований засіб масової інформації ""Партійна газета ""Солідарність. Волинь"" ( Свідоцтво серії ВЛ № 492-225Р від 11.08.2015 року )","43020, Волинська область, м. Луцьк, вул. Рівненська, буд. 42",2015-08-11,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Волинська обласна організація,39402400,Волинська область,3,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Партійна газета ""Солідарність. Дніпропетровщина""","Україна, м. Дніпро, вул. Січеславська Набережна (Набережна В.І.Леніна), буд. 39, приміщення 193",2015-08-28,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Дніпропетровська обласна організація,39795490,Дніпропетровська область,3,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","ПАРТІЙНА ГАЗЕТА ""СОЛІДАРНІСТЬ. ДОНЕЧЧИНА""","87513, Донецька область, м. Маріуполь, вул. Льотна, буд. 20",2015-09-30,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Донецька обласна організація,39645186,Донецька область,3,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""Солідарність. Житомирщина""","Україна, м. Житомир, вул. Бородія, буд. 32/98",2015-08-14,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Житомирська обласна організація,39682762,Житомирська область,3,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Партійна газета ""Солідарність. Закарпаття""","88000, Закарпатська обл., м. Ужгород, вул. Перемоги, буд.1",2015-09-15,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Закарпатська обласна організація,39950317,Закарпатська область,3,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",право на видавництво друкованого засобу масової інформації (свідоцтво про державну реєстрацію друкованого засобу масової інформації серія 33 № 1191-466-Р від 01.09.2015 р),"Україна, 69006 м. Запоріжжя пр. Леніна б. 193 оф. 62",2015-09-01,,обтяження відсутнє,,,,,Блок Петра Порошенка,Запорізька обласна організація,39434317,Запорізька область,3,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Свідоцтво про державну реєстрацію друкованого засобу масової інформації Серія ІФ №580-247Р,"Івано-Франківська обл., м. Івано-Франківськ, вул. Шевченка, буд. 47",2015-08-28,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Івано-Франківська обласна організація,39655372,Івано-Франківська область,3,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друкований засіб масової інформації ""Солідарність. Київ""","01015, м. Київ, вул. Лаврська , буд.16.",2015-09-02,850,обтяження відсутнє,,,,850,Блок Петра Порошенка,Київська міська організація,39154804,Київ,3,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","ПАРТІЙНА ГАЗЕТА ""СОЛІДАРНІСТЬ. КИЇВЩИНА""","УКРАЇНА, 04053, м. КИІВ, провулок БЕХТЕРЕВСЬКИЙ, дом № 4, корпус ЛІТ А",2015-08-17,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Київська обласна організація,39495516,Київська область,3,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""Партійна газета ""Солідарність. Кіровоградщина""","Україна, м. Кіровоград",2015-08-25,408,обтяження відсутнє,,,,408,Блок Петра Порошенка,Кіровоградська обласна організація,39697790,Кіровоградська область,3,2016
