Вид нематеріального активу,Назва нематеріального активу,Партія,Квартал,Рік
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Прикладне ПЗ Аналітична система ""РАДА ГОЛОС""",ГОЛОС,3,2021
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""BAS Бухгалтерія. ПРОФ. компл на 5 кор.",ГОЛОС,3,2021
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","""твір під умовною назвою ""Голос"" ",ГОЛОС,3,2021
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Невиключні майнові права інтелектуальної власності на систему ""eMap""",ГОЛОС,3,2021
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Веб-Сайт ""Голос Вінниця""",ГОЛОС,3,2021
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",ГАЗЕТА ПОЛІТИЧНОЇ ПАРТІЇ ГОЛОС,ГОЛОС,3,2021
"Інші нематеріальні права (право на провадження діяльності, використання економічних то інших привілеїв)","Веб-сайт ""Goloszmin Rivne""",ГОЛОС,2,2021
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Веб-Сайт ""Goloszmin If""",ГОЛОС,2,2021
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Веб-сайт ""Goloszmin Kyiv""",ГОЛОС,2,2021
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Веб-сайт ""Goloszmin Lviv""",ГОЛОС,2,2021
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Веб-сайт ПП ""Голос""",ГОЛОС,2,2021
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Навчальний чат-бот для офіційних спостерігачів,ГОЛОС,2,2021
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""BAS Бухгалтерія. ПРОФ. компл на 5 кор.",ГОЛОС,2,2021
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Прикладне ПЗ Аналітична система ""РАДА ГОЛОС""",ГОЛОС,2,2021
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""BAS Бухгалтерія. ПРОФ. компл на 5 кор.",ГОЛОС,2,2021
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","""твір під умовною назвою ""Голос"" ",ГОЛОС,2,2021
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Невиключні майнові права інтелектуальної власності на систему ""eMap""",ГОЛОС,2,2021
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Веб-Сайт ""Голос Вінниця""",ГОЛОС,2,2021
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",ГАЗЕТА ПОЛІТИЧНОЇ ПАРТІЇ ГОЛОС,ГОЛОС,2,2021
