Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
машиномісце (гараж),"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",16.4,,15.02.2020,14633718.25,Оренда,,,Юридична особа,ГОЛОС,2021-03-31,1,2021
машиномісце (гараж),"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",27.0,,15.02.2020,14633718.25,Оренда,,,Юридична особа,ГОЛОС,2021-03-31,1,2021
Нежитлова будівля,"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",50.0,,01.07.2020,4577703.31,Оренда,,,Юридична особа,ГОЛОС,2021-03-31,1,2021
Нежитлова будівля,"м. Рівне, вул. Степана Бандери, буд. 22",42.5,,01.03.2021,,оренда,,,Фізична особа,ГОЛОС,2021-12-31,4,2021
Нежитлова будівля,"Луганська обл., м. Рубіжне, вул. 30 років Перемоги, буд. 5, 3-й поверх, каб. 311",9.8,,07.05.2021,,Строкове безоплатне користування нежитловим приміщенням,,,Фізична особа,ГОЛОС,2021-12-31,4,2021
Приміщення,"м. Миколаїв, пр. Богоявленський, 308",34.5,,06.09.2021,0,Оренда,,,Фізична особа,ГОЛОС,2021-12-31,4,2021
Офіс,"Черкаська обл., м. Черкаси, вул. В. Чорновола, буд. 9/1 приміщення 51",15.2,,01.01.2021,0,суборенда,,,Фізична особа,ГОЛОС,2021-12-31,4,2021
Нежитлова будівля,"м. Хмельницький, вул. Подільська, буд. 115, кв. 18",10.0,,01.08.2021,,Оренда,,,Фізична особа,ГОЛОС,2021-12-31,4,2021
Нежитлова будівля,"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",50.0,,01.03.2021,4423457.79,оренда,,,Юридична особа,ГОЛОС,2021-12-31,4,2021
Нежитлова будівля,"м. Київ, вул. Пасхаліна Юрія, буд. 12",5.0,,26.10.2021,0,виключне строкове та безоплатне користування нежитловим приміщенням,,,Юридична особа,ГОЛОС,2021-12-31,4,2021
Офіс,"м. Львів, вул. професора Буйка, буд. 2",285.4,,01.12.2021,4281000,Оренда,,,Юридична особа,ГОЛОС,2021-12-31,4,2021
Нежитлове приміщення,"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",274.1,,15.02.2020,24547748.9,оренда,,,Юридична особа,ГОЛОС,2021-12-31,4,2021
Нежитлове приміщення,"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",163.4,,15.02.2020,14633718.25,оренда,,,Юридична особа,ГОЛОС,2021-12-31,4,2021
машиномісце (гараж),"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",16.4,,15.02.2020,14633718.25,оренда,,,Юридична особа,ГОЛОС,2021-12-31,4,2021
машиномісце (гараж),"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",27.0,,15.02.2020,14633718.25,оренда,,,Юридична особа,ГОЛОС,2021-12-31,4,2021
Нежиле приміщення,"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",252.4,,11.10.2021,30000000,оренда,,,Фізична особа,ГОЛОС,2021-12-31,4,2021
Орендоване машиномісце,"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",26.5,,11.10.2021,1000000,оренда,,,Фізична особа,ГОЛОС,2021-12-31,4,2021
Орендоване машиномісце,"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",19.4,,11.10.2021,1000000,оренда,,,Фізична особа,ГОЛОС,2021-12-31,4,2021
Нежитлова будівля,"м. Одеса, Французький бульв., 33, нежиле приміщення №116",30.8,,01.07.2021,0,оренда,,,Юридична особа,ГОЛОС,2021-09-30,3,2021
Нежитлова будівля,"м. Житомир, вул. В. Бердичівська, б. 35",32.4,,01.07.2020,,Оренда,,,Юридична особа,ГОЛОС,2021-09-30,3,2021
Офіс,"Черкаська обл., м. Черкаси, вул. В. Чорновола, буд. 9/1 приміщення 51",15.2,,01.01.2021,0,суборенда,,,Фізична особа,ГОЛОС,2021-09-30,3,2021
Нежитлова будівля,"м. Рівне, вул. Степана Бандери, буд. 22",42.5,,01.03.2021,,оренда,,,Фізична особа,ГОЛОС,2021-09-30,3,2021
Нежитлова будівля,"Луганська обл., м. Рубіжне, вул. 30 років Перемоги, буд. 5, 3-й поверх, каб. 311",9.8,,07.05.2021,,Строкове безоплатне користування нежитловим приміщенням,,,Фізична особа,ГОЛОС,2021-09-30,3,2021
Приміщення,"м. Миколаїв, пр. Богоявленський, 308",34.5,,06.09.2021,0,Оренда,,,Фізична особа,ГОЛОС,2021-09-30,3,2021
Приміщення №218,"м. Суми, вул. Гагаріна, буд. 15",43.3,,01.06.2021,,Оренда,,,Юридична особа,ГОЛОС,2021-09-30,3,2021
Нежитлове приміщення,"м. Вінниця, вул. Театральна, буд. 20",11.3,,01.12.2020,31730.63,Оренда,,,Юридична особа,ГОЛОС,2021-09-30,3,2021
Нежитлова будівля,"Івано-Франківська обл., м. Івано-Франківськ, ВУЛИЦЯ ЄВГЕНАКОНОВАЛЬЦЯ, буд. 227А",23.9,,01.12.2020,,Оренда,,,Юридична особа,ГОЛОС,2021-09-30,3,2021
Нежитлова будівля,"Івано-Франківська обл., Коломийський р-н, м. Коломия, вул. Кобринського, буд. 6",35.6,,01.07.2020,0,Суборенда,,,Юридична особа,ГОЛОС,2021-09-30,3,2021
Приміщення,"м. Хмельницький, вул. Подільська, буд. 115, кв. 18",10.0,,01.02.2020,,Оренда Партією приміщення для розміщення свого структурного утворення,,,Фізична особа,ГОЛОС,2021-09-30,3,2021
Приміщення,"м. Хмельницький, вул. Подільська, буд. 115, кв. 18",10.0,,01.08.2021,,Оренда,,,Фізична особа,ГОЛОС,2021-09-30,3,2021
Нежитлова будівля,"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",50.0,,01.03.2021,4423457.79,Оренда,,,Юридична особа,ГОЛОС,2021-09-30,3,2021
Офіс,"Львівська обл., Жовківський р-н, м. Жовква, вул. Лесі Українки, буд. 26/3",25.0,,01.11.2020,,Оренда,,,Юридична особа,ГОЛОС,2021-09-30,3,2021
Офіс,"м. Львів, вул. Буйка П. професора, буд. 2",206.5,,01.12.2020,,Оренда,,,Юридична особа,ГОЛОС,2021-09-30,3,2021
Приміщення,"м. Хмельницький, вул. Подільська, буд. 115, кв. 18",42.7,,01.02.2020,0,Оренда,,,Фізична особа,ГОЛОС,2021-09-30,3,2021
Нежитлова будівля,"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",274.1,,15.02.2020,24547748.9,Оренда,,,Юридична особа,ГОЛОС,2021-09-30,3,2021
Нежитлова будівля,"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",163.4,,15.02.2020,14633718.25,Оренда,,,Юридична особа,ГОЛОС,2021-09-30,3,2021
машиномісце (гараж),"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",16.4,,15.02.2020,14633718.25,Оренда,,,Юридична особа,ГОЛОС,2021-09-30,3,2021
машиномісце (гараж),"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",27.0,,15.02.2020,14633718.25,Оренда,,,Юридична особа,ГОЛОС,2021-09-30,3,2021
Приміщення,"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",29.7,,30.09.2021,,Оренда,,,Юридична особа,ГОЛОС,2021-09-30,3,2021
Офіс,"Черкаська обл., м. Черкаси, вул. В. Чорновола, буд. 9/1 приміщення 51",15.2,,01.01.2021,,суборенда,,,Фізична особа,ГОЛОС,2021-06-30,2,2021
Нежитлова будівля,"м. Рівне, вул. Степана Бандери, буд. 22",42.5,,01.03.2021,,оренда,,,Фізична особа,ГОЛОС,2021-06-30,2,2021
Нежитлове приміщення,"Луганська обл., м. Рубіжне, вул. 30 років Перемоги, буд. 5, 3-й поверх, каб. 311",9.8,,07.05.2021,,Строкове безоплатне користування нежитловим приміщенням,,,Фізична особа,ГОЛОС,2021-06-30,2,2021
Приміщення №218,"м. Суми, вул. Гагаріна, буд. 9",43.3,,01.06.2021,,Оренда,,,Юридична особа,ГОЛОС,2021-06-30,2,2021
Нежитлове приміщення,"м. Вінниця, вул. Театральна, буд. 20",11.3,,01.12.2020,31730.63,Оренда,,,Юридична особа,ГОЛОС,2021-06-30,2,2021
Нежитлова будівля,"Івано Франківська обл., м. Івано Франківськ, ВУЛИЦЯ ЄВГЕНА КОНОВАЛЬЦЯ, буд. 227А",23.9,,01.12.2020,,Оренда,,,Юридична особа,ГОЛОС,2021-06-30,2,2021
Нежитлова будівля,"Івано-Франківська обл., Коломийський р-н, м. Коломия, вул. Кобринського, буд. 6",35.6,,01.07.2020,,Суборенда,,,Юридична особа,ГОЛОС,2021-06-30,2,2021
Нежитлове приміщення,"м. Харків, вул. Полтавський шлях, буд. 3",26.3,,01.04.2021,,Суборенда,,,Фізична особа,ГОЛОС,2021-06-30,2,2021
Нежитлова будівля,"м. Житомир, вул. В. Бердичівська 35",32.4,,01.07.2020,,Оренда,,,Юридична особа,ГОЛОС,2021-06-30,2,2021
Приміщення,"м. Хмельницький, вул. Подільська, буд. 115, кв. 18",10.0,,01.02.2020,,Оренда приміщення Партією для розміщення свого структурного утворення,,,Фізична особа,ГОЛОС,2021-06-30,2,2021
Нежитлова будівля,"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",50.0,,01.03.2021,4423457.79,Оренда,,,Юридична особа,ГОЛОС,2021-06-30,2,2021
Офіс,"Львівська обл., Жовківський р-н, м. Жовква, вул. Лесі Українки, буд. 26/3",25.0,,01.11.2020,,Оренда,,,Юридична особа,ГОЛОС,2021-06-30,2,2021
Офіс,вул. Буйка П. професора,206.5,,01.12.2020,,Оренда,,,Юридична особа,ГОЛОС,2021-06-30,2,2021
Приміщення,"м. Хмельницький, вул. Подільська, буд. 115, кв. 18",42.7,,01.02.2020,,Оренда,,,Фізична особа,ГОЛОС,2021-06-30,2,2021
Нежитлова будівля,"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",274.1,,15.02.2020,24547748.9,Оренда,,,Юридична особа,ГОЛОС,2021-06-30,2,2021
Нежитлова будівля,"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",163.4,,15.02.2020,14633718.25,Оренда,,,Юридична особа,ГОЛОС,2021-06-30,2,2021
машиномісце (гараж),"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",16.4,,15.02.2020,14633718.25,Оренда,,,Юридична особа,ГОЛОС,2021-06-30,2,2021
машиномісце (гараж),"м. Київ, вул. ГРУШЕВСЬКОГО, буд. 9 Б",27.0,,15.02.2020,14633718.25,Оренда,,,Юридична особа,ГОЛОС,2021-06-30,2,2021
