Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Офіс,"м. Київ, вул. Михайла Грущевського, буд. 9А, нежитлове приміщення №2, секція Г",667.6,,01.06.2021,21057442.56,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-03-31,1,2022
Офіс,"м. Вінниця, вул. Князів Коріатовичів, буд. 189",3.0,,01.01.2022,740,безоплатне користування майном,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Нежитлова будівля,"м. Луцьк, вул. Садовського, буд. 4А",60.0,,01.03.2022,,Безоплатне користування майном,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Офіс,"м. Дніпро, просп. Дмитра Яворницького 3, буд. 2001",20.0,,01.01.2022,,Безоплатне користування,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Офіс,"Харківська обл., м. Харків, вул. Достоєвського, буд. 3",15.0,,01.03.2021,13837.2,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Нежитлова будівля,"Херсонська обл., м. Херсон, вул. Суворова, буд. 37",10.0,,12.06.2020,0,Договір позички,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Офіс,"м. Запоріжжя, вул. Незалежної України, б. 92, пр. 13",120.0,,01.10.2021,,безоплатне користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Нежитлова будівля,"м. Суми, вул. Супруна, б. 17/1",129.6,,17.11.2021,0,Договір позички частини нежитлового приміщення,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Житловий будинок,"м. Київ, вул. м.. Грушевського, буд. 9А, нежитлове приміщення №2, секція Г",138.6,,07.11.2022,,"Безоплатне користування надане орендодавцем  Політичною Партією ""УДАР Віталі Кличка""",,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Нежитлова будівля,"вул. Штейнбарга Елієзера, буд. 23",62.5,,01.10.2021,14062.5,безкоштовно,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Офіс,"м. Кропивницький, вул. Тараса Карпи, буд. 55",93.2,,20.11.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Офіс,"м. Біла Церква, вул. Фастівська, буд. 1, частина приміщення 125",5.0,,17.11.2021,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Квартира,"м. Львів, вул. Олени Теліги, буд. 21, кв. 8",50.0,*,14.07.2021,0,Інше право користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Офіс,"м. Житомир, вул. Басейна, буд. 2А",52.3,,30.06.2021,120000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Офіс,"м. Баранівка, вул. Соборна, буд. 24",102.0,,15.08.2021,63050,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Офіс,"смт Пулини, вул. Шевченка, буд. 116",57.1,,15.06.2022,442789.12,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
нежитлове приміщення,"м. Рівне вул. Грушевського, буд. 77",200.0,,01.07.2021,385000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Квартира,"м. Івано-Франківськ, вул. Биха, буд. 20А, кв. 7",97.8,,01.01.2021,0,Право користування ,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Офіс,"м. Чернігів, вул. Магістратська, буд. 4/19",62.7,,03.11.2021,0,Тимчасове безоплатне користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Офіс,"м. Хмельницький, вул. Володимирська, буд. 71",84.6,,16.11.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Офіс,"м. Полтава, вул. 1100-річчя Полтави, буд. №4",80.0,,01.04.2022,563500,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Офіс,"м. Київ, вул. Грушевського Михайла, буд. 9А, корпус Г, нежитлове № 2",138.6,,12.04.2021,21057442.56,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-12-31,4,2022
Нежитлова будівля,"м. Луцьк, вул. Садовського, буд. 4А",60.0,,01.03.2022,,Безоплатне користування майном,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"м. Дніпро, просп. Дмитра Яворницького 3, буд. 2001",20.0,,01.01.2022,,Безоплатне користування,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"Харківська обл., м. Харків, вул. Достоєвського, буд. 3",15.0,,01.03.2021,13837.2,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Нежитлова будівля,"Херсонська обл., м. Херсон, вул. Суворова, буд. 37",10.0,,12.06.2020,0,Договір позички,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"м. Житомир, вул. Басейна, буд. 2А",52.3,,30.06.2021,120000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"м. Баранівка, вул. Соборна, буд. 24",102.0,,15.08.2021,63050,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"смт Пулини, вул. Шевченка, буд. 116",57.1,,15.06.2022,442789.12,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"м. Радомишль, вул. Міськради, буд. 12А",46.0,,01.10.2021,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"м. Запоріжжя, вул. Незалежної України, б. 92, пр. 13",120.0,,01.10.2021,,безоплатне користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Нежитлова будівля,"м. Суми, вул. Супруна, б. 17/1",129.6,,17.11.2021,0,Договір позички частини нежитлового приміщення,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"м. Київ, узвіз Кловський 5, оф. 72",286.7,,12.06.2021,0,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"м. Вінниця, вул. Князів Коріатовичів, буд. 189",3.0,,01.01.2022,740,безоплатне користування майном,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Нежитлова будівля,"вул. Штейнбарга Елієзера, буд. 23",62.5,,01.10.2021,14062.5,безкоштовно,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"м. Кропивницький, вул. Тараса Карпи, буд. 55",93.2,,20.11.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"м. Біла Церква, вул. Фастівська, буд. 1, частина приміщення 125",5.0,,17.11.2021,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Квартира,"м. Львів, вул. Олени Теліги, буд. 21, кв. 8",50.0,*,14.07.2021,0,Інше право користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
нежитлове приміщення,"м. Рівне вул. Грушевського, буд. 77",200.0,,01.07.2021,385000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Квартира,"м. Івано-Франківськ, вул. Биха, буд. 20А, кв. 7",97.8,,01.01.2021,0,Право користування ,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"м. Чернігів, вул. Магістратська, буд. 4/19",62.7,,03.11.2021,0,Тимчасове безоплатне користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"м. Хмельницький, вул. Володимирська, буд. 71",84.6,,16.11.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"м. Полтава, вул. 1100-річчя Полтави, буд. №4",80.0,,01.04.2022,563500,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Офіс,"м. Київ, вул. Грушевського Михайла, буд. 9А, корпус Г, нежитлове № 2",667.6,,12.04.2021,21057442.56,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-09-30,3,2022
Нежитлова будівля,"м. Луцьк, вул. Садовського, буд. 4А",60.0,,01.03.2022,,Безоплатне користування майном,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Офіс,"м. Дніпро, просп. Дмитра Яворницького 3, буд. 2001",20.0,,01.01.2022,,Безоплатне користування,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Офіс,"Харківська обл., м. Харків, вул. Достоєвського, буд. 3",15.0,,01.03.2021,13837.2,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Нежитлова будівля,"Херсонська обл., м. Херсон, вул. Суворова, буд. 37",10.0,,12.06.2020,0,Договір позички,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Офіс,"м. Житомир, вул. Басейна, буд. 2А",52.3,,30.06.2021,120000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Офіс,"м. Баранівка, вул. Соборна, буд. 24",102.0,,15.08.2021,63050,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Офіс,"м. Запоріжжя, вул. Незалежної України, б. 92, пр. 13",120.0,,01.10.2021,,безоплатне користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Нежитлова будівля,"м. Суми, вул. Супруна, б. 17/1",129.6,,17.11.2021,0,Договір позички частини нежитлового приміщення,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Офіс,"м. Київ, узвіз Кловський 5, оф. 72",286.7,,12.06.2021,0,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Офіс,"м. Київ, вул. Васильківська, буд. 2 ( група приміщень 162 ( приміщення 3) в літері А №1 по №9.",149.6,,16.09.2021,0,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Офіс,"м. Вінниця, вул. Князів Коріатовичів, буд. 189",3.0,,01.01.2022,740,безоплатне користування майном,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Нежитлова будівля,"вул. Штейнбарга Елієзера, буд. 23",62.5,,01.10.2021,14062.5,безкоштовно,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Офіс,"м. Кропивницький, вул. Тараса Карпи, буд. 55",93.2,,20.11.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Офіс,"м. Біла Церква, вул. Фастівська, буд. 1, частина приміщення 125",5.0,,17.11.2021,,Оренда,,,Юридична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Квартира,"м. Львів, вул. Олени Теліги, буд. 21, кв. 8",50.0,*,14.07.2021,0,Інше право користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
нежитлове приміщення,"м. Рівне вул. Грушевського, буд. 77",200.0,,01.07.2021,385000,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Квартира,"м. Івано-Франківськ, вул. Биха, буд. 20А, кв. 7",97.8,,01.01.2021,0,Право користування ,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Офіс,"м. Чернігів, вул. Магістратська, буд. 4/19",62.7,,03.11.2021,0,Тимчасове безоплатне користування,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
Офіс,"м. Хмельницький, вул. Володимирська, буд. 71",84.6,,16.11.2021,,Оренда,,,Фізична особа,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,2022-06-30,2,2022
