Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЗАПОРІЗЬКА ОБЛАСНА організація,Запорізька область,36911584,"Запорізька обл., м. Запоріжжя, вул. Незалежної України, буд. 92","Запорізька обл., м. Запоріжжя, вул. Незалежної України, буд. 92","АТ ""Укрексімбанк"", ЄДРПОУ: 00032112, р/р № UA173223130000026004000045659; AT ""Ощадбанк"", ЄДРПОУ: 00032129, р/р № UA463139570000026001300346419"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,СУМСЬКА ОБЛАСНА організація,Сумська область,36898569,"Сумська обл., м. Суми, вул. Супруна, буд. 17/1","Сумська обл., м. Суми, вул. Супруна, буд. 17/1","АТ КБ ПРИВАТБАНК, ЄДРПОУ: 14360570, р/р № UA353375460000026004055027971"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,КИЇВСЬКА МІСЬКА організація,київ,37317130,"м.. київ, Шевченківський, вул. Хмельницького Богдана (Шевченківський р-н, ), 44","м.. київ, Шевченківський, вул. Хмельницького Богдана (Шевченківський р-н, ), 44","АТ КБ "" ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA323052990000026003016800993"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ВІННИЦЬКА ОБЛАСНА організація,Вінницька область,36967532,"Вінницька обл., м. Вінниця, вул. Коріатовичів Князів, буд. 189","Вінницька обл., м. Вінниця, вул. Коріатовичів Князів, буд. 189","АТ"" ОТП БАНК"", ЄДРПОУ: 21685166, р/р № UA243005280000026008202335986"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЧЕРНІВЕЦЬКА ОБЛАСНА організація,Чернівецька область,37032436,"Чернівецька обл., Чернівецький р-н, вул. Штейнбарга Елієзера, буд. 23","Чернівецька обл., Чернівецький р-н, вул. Штейнбарга Елієзера, буд. 23","АБ ""Укргазбанк"", ЄДРПОУ: 23697280, р/р № UA943204780000000026000228504"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,КІРОВОГРАДСЬКА ОБЛАСНА організація,Кіровоградська область,38037304,"Кіровоградська обл., м. Кропивницький, вул. Карпи Тараса, буд. 55","Кіровоградська обл., м. Кропивницький, вул. Карпи Тараса, буд. 55","АТ КБ «ПриватБанк», ЄДРПОУ: 14360570, р/р № UA453235830000026009052916719"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,КИЇВСЬКА ОБЛАСНА організація,Київська область,36948703,"Київська обл., Білоцерківський р-н, вул. Фастівська, буд. 1","Київська обл., Білоцерківський р-н, вул. Фастівська, буд. 1",
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЛЬВІВСЬКА ОБЛАСНА організація,Львівська область,36992464,"Львівська обл., м. Львів, вул. Теліги О., буд. 21","Львівська обл., м. Львів, вул. Теліги О., буд. 21","АТ ""Ідея Банк"", ЄДРПОУ: 19390819, р/р № UA573363100000026000355014336"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,РІВНЕНСЬКА ОБЛАСНА організація,Рівненська область,37083339,"Рівненська обл., м. Рівне, вул. Вербова, буд. 37","Рівненська обл., м. Рівне, вул. Вербова, буд. 37","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA903052990000026009026814995"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ОДЕСЬКА ОБЛАСНА організація,Одеська область,37280517,"Одеська обл., м. Одеса, пров. Вишневського генерала, буд. 13","Одеська обл., м. Одеса, пров. Вишневського генерала, буд. 13","АТ КБ «ПРИВАТБАНК», ЄДРПОУ: 14360570, р/р № UA663287040000026008054210307"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА організація,Івано-франківська область,36733782,"Івано-франківська обл., м. Івано-Франківськ, вул. Биха м. ., буд. 20А","Івано-франківська обл., м. Івано-Франківськ, вул. Биха м. ., буд. 20А","ІФ відділення№6 АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA673366770000026000052530392"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,Тернопільська область,36974492,"Тернопільська обл., Тернопільський р-н, бульв. Шевченка Тараса, буд. 23","Тернопільська обл., Тернопільський р-н, бульв. Шевченка Тараса, буд. 23","АТ КБ « ПРИВАТБАНК», ЄДРПОУ: 14360570, р/р №  UA913387830000026006055122848"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЗАКАРПАТСЬКА ОБЛАСНА організація,Закарпатська область,36943692,"Закарпатська обл., м. Ужгород, вул. Капушанська, буд. 1","Закарпатська обл., м. Ужгород, вул. Капушанська, буд. 1","Філія Закарпатське обласне управління публічного акціонерного товариства ""Державний ощадний банк України"", ЄДРПОУ: 09312190, р/р № UA313123560000026002300015942"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ХМЕЛЬНИЦЬКА ОБЛАСНА організація,Хмельницька область,36953006,"Хмельницька обл., Хмельницький р-н, вул. Володимирська, буд. 71","Хмельницька обл., Хмельницький р-н, вул. Володимирська, буд. 71","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA813154050000026003052301902"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ВОЛИНСЬКА ОБЛАСНА організація,Волинська область,36959626,"Волинська обл., Луцький р-н, вул. Садовського, буд. 4","Волинська обл., Луцький р-н, вул. Садовського, буд. 4","АТ КБ «ПРИВАТБАНК», ЄДРПОУ: 14360570, р/р № UA023052990000026005010802791"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ПОЛТАВСЬКА ОБЛАСНА організація,Полтавська область,36913712,"Полтавська обл., м. Полтава, вул. Гоголя, буд. 19А","Полтавська обл., м. Полтава, вул. Гоголя, буд. 19А","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA363052990000026003046804282"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЧЕРНІГІВСЬКА ОБЛАСНА організація,Чернігівська область,36806043,"Чернігівська обл., м. Чернігів, вул. Магістратська, буд. 4","Чернігівська обл., м. Чернігів, вул. Магістратська, буд. 4","ПАТ ""Полікомбанк"", ЄДРПОУ: 19356610, р/р № UA473531000000000026005038779; АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14366057, р/р № UA513052990000026008046304486; АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14366057, р/р № UA453052990000035705036306227"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,Центральний офіс,київ,33547558,"м.. київ, Печерський, вул. Грушевського Михайла, буд. 9А","м.. київ, Печерський, вул. Грушевського Михайла, буд. 9А","АТ ""БАНК КРЕДИТ ДНІПРО"", ЄДРПОУ: 14352406, р/р № UA343057490000026002000010013"
