"Вид нематеріального активу","Назва нематеріального активу","Місцезнаходження обʼєкта","Дата придбання","Вартість придбання","Наявність обтяжень","Дата відчуження","Вартість відчуження майна","Сума доходу (грн)","Балансова вартість на кінець звітного періоду (грн)","Партія","Місцева організація","Код ЄДРПОУ осередку","Географічний обʼєкт","Квартал","Рік"
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція .MS,Windows 10 (шт.5)","Житомирська область, Житомир, вулиця Велика Бердичівська, 67","2017-11-24",15605,"обтяження відсутнє","2020-03-20",,,,"Опозиційний блок","Житомирська обласна організація",39929086,"Житомирська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція .MS,Office Home and Business 2016 32/64 (шт.5)","Житомирська область, Житомир, вулиця Велика Бердичівська, 67","2017-11-24",28645,"обтяження відсутнє","2020-03-20",,,,"Опозиційний блок","Житомирська обласна організація",39929086,"Житомирська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Компʼютерна програма ""М.Е.Doc""","Житомирська область, Житомир, вулиця Велика Бердичівська, 67","2017-08-06",1100,"обтяження відсутнє","2020-03-20",,,,"Опозиційний блок","Житомирська обласна організація",39929086,"Житомирська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8. Клієнтська ліцензія на 1 робоче місце""","Закарпатська область, Ужгородський район, Барвінок, вулиця Егана, 50","2017-10-23",3300,"обтяження відсутнє","2020-02-03",,,,"Опозиційний блок","Закарпатська обласна організація",38222036,"Закарпатська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція. MS Windows 10 Home 64 bit Russian 1pk DVD (4 ліцензії)","Закарпатська область, Ужгородський район, Барвінок, вулиця Егана, 50","2017-11-29",12484,"обтяження відсутнє","2020-02-03",,,,"Опозиційний блок","Закарпатська обласна організація",38222036,"Закарпатська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція. MS Office Home and Business 2016 32/64 Russian DVD P2 (4 ліцензії)","Закарпатська область, Ужгородський район, Барвінок, вулиця Егана, 50","2017-11-29",22916,"обтяження відсутнє","2020-02-03",,,,"Опозиційний блок","Закарпатська обласна організація",38222036,"Закарпатська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","програмна продукція MS Windows 10 Home 64-bit Russian 1pk DVD","Запорізька область, Запоріжжя, бульвар Шевченка, 23","2017-11-21",21847,"обтяження відсутнє",,,,"11651,64","Опозиційний блок","Запорізька обласна організація",37526809,"Запорізька область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","програмна продукція MS Office Home and Business 2016 32/16 Russian DVD P2","Запорізька область, Запоріжжя, бульвар Шевченка, 23","2017-11-21",40103,"обтяження відсутнє",,,,"21388,36","Опозиційний блок","Запорізька обласна організація",37526809,"Запорізька область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","програмна продукція ""1С:Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","Запорізька область, Запоріжжя, бульвар Шевченка, 23","2017-10-24",3300,"обтяження відсутнє",,,,1705,"Опозиційний блок","Запорізька обласна організація",37526809,"Запорізька область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Бухгалтерія""","Івано-Франківська область, Івано-Франківськ, вулиця Макогона, 31, 7","2017-10-25",3300,"обтяження відсутнє",,,,0,"Опозиційний блок","Івано-Франківська обласна організація",39711819,"Івано-Франківська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція MS Windows","Івано-Франківська область, Івано-Франківськ, вулиця Макогона, 31, 7","2017-11-29",6242,"обтяження відсутнє",,,,0,"Опозиційний блок","Івано-Франківська обласна організація",39711819,"Івано-Франківська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція MS Office","Івано-Франківська область, Івано-Франківськ, вулиця Макогона, 31, 7","2017-11-29",11458,"обтяження відсутнє",,,,0,"Опозиційний блок","Івано-Франківська обласна організація",39711819,"Івано-Франківська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмне забезпечення ""1С:Бухгалтерія 8 для України""","Київська обл., Макарівський район, Макарів, вулиця Шляхетська, 5, 10","2017-10-25",3300,"обтяження відсутнє",,,,0,"Опозиційний блок","Київська обласна організація",39756467,"Київська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмне забезпечення MS Office Home and Business 2016 32/64 Russian DVD P2","Київська обл., Макарівський район, Макарів, вулиця Шляхетська, 5, 10","2018-03-30",6651,"обтяження відсутнє",,,,"1108,4","Опозиційний блок","Київська обласна організація",39756467,"Київська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмне забезпечення MS Office Home and Business 2016 32/64 Russian DVD P2_1","Київська обл., Макарівський район, Макарів, вулиця Шляхетська, 5, 10","2018-03-30",6651,"обтяження відсутнє",,,,"1108,4","Опозиційний блок","Київська обласна організація",39756467,"Київська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмне забезпечення MS Office Home and Business 2016 32/64 Russian DVD P2_2","Київська обл., Макарівський район, Макарів, вулиця Шляхетська, 5, 10","2018-03-30",6651,"обтяження відсутнє",,,,"1108,4","Опозиційний блок","Київська обласна організація",39756467,"Київська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмне забезпечення MS Office Home and Business 2016 32/64 Russian DVD P2_3","Київська обл., Макарівський район, Макарів, вулиця Шляхетська, 5, 10","2018-03-30",6651,"обтяження відсутнє",,,,"1108,4","Опозиційний блок","Київська обласна організація",39756467,"Київська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмне забезпечення MS Windows 10 Pro 32-bit/64-bit Russian USB","Київська обл., Макарівський район, Макарів, вулиця Шляхетська, 5, 10","2018-03-30",7170,"обтяження відсутнє",,,,1195,"Опозиційний блок","Київська обласна організація",39756467,"Київська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмне забезпечення MS Windows 10 Pro 32-bit/64-bit Russian USB_1","Київська обл., Макарівський район, Макарів, вулиця Шляхетська, 5, 10","2018-03-30",7170,"обтяження відсутнє",,,,1195,"Опозиційний блок","Київська обласна організація",39756467,"Київська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмне забезпечення MS Windows 10 Pro 32-bit/64-bit Russian USB_2","Київська обл., Макарівський район, Макарів, вулиця Шляхетська, 5, 10","2018-03-30",7170,"обтяження відсутнє",,,,1195,"Опозиційний блок","Київська обласна організація",39756467,"Київська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмне забезпечення MS Windows 10 Pro 32-bit/64-bit Russian USB_3","Київська обл., Макарівський район, Макарів, вулиця Шляхетська, 5, 10","2018-03-30",7170,"обтяження відсутнє",,,,1195,"Опозиційний блок","Київська обласна організація",39756467,"Київська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція MS Windows 10 Home 64-bit Russian 1pk DVD (5 штук)","Кіровоградська область, Кропивницький, вулиця Братів Ельворті, 7, 511","2017-11-21",20225,"обтяження відсутнє",,,,"4494,32","Опозиційний блок","Кіровоградська обласна організація",39662568,"Кіровоградська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція.MS Offiсe Home and Business 2016 32/64 Russian DVD P2 (5 штук)","Кіровоградська область, Кропивницький, вулиця Братів Ельворті, 7, 511","2017-11-21",28645,"обтяження відсутнє",,,,"6365,68","Опозиційний блок","Кіровоградська обласна організація",39662568,"Кіровоградська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмно продукція ""1С:Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","Кіровоградська область, Кропивницький, вулиця Братів Ельворті, 7, 511","2017-10-24",3300,"обтяження відсутнє",,,,"641,57","Опозиційний блок","Кіровоградська обласна організація",39662568,"Кіровоградська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція.MS Offiсe Home and Business 2016 32/64 Russian DVD P2","Кіровоградська область, Кропивницький, вулиця Братів Ельворті, 7, 511","2018-12-19",6651,"обтяження відсутнє",,,,3695,"Опозиційний блок","Кіровоградська обласна організація",39662568,"Кіровоградська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція MS Windows 10 Pro32-bit/64-bit Russian USB","Кіровоградська область, Кропивницький, вулиця Братів Ельворті, 7, 511","2018-12-19",7170,"обтяження відсутнє",,,,"3983,28","Опозиційний блок","Кіровоградська обласна організація",39662568,"Кіровоградська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","Луганська область, Сєвєродонецьк, вулиця Ломоносова, 8","2018-04-11",3300,"обтяження відсутнє",,,,2035,"Опозиційний блок","Луганська обласна організація",39697428,"Луганська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція MS Office Home and Business 2016 32/64 Russian DVD P2","Луганська область, Сєвєродонецьк, вулиця Ломоносова, 8","2018-05-29",46557,"обтяження відсутнє",,,,"29486,1","Опозиційний блок","Луганська обласна організація",39697428,"Луганська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція MS Windows 10 Pro 32-bit/64-bit Russian USB","Луганська область, Сєвєродонецьк, вулиця Ломоносова, 8","2018-05-29",50190,"обтяження відсутнє",,,,31787,"Опозиційний блок","Луганська обласна організація",39697428,"Луганська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Прогрмна продукція ""1С:Підприємство""","Львівська область, Сокальський район, Угнів, вулиця Чайковського, 5/1","2017-10-24",3300,"обтяження відсутнє",,,,0,"Опозиційний блок","Львівська обласна організація",37613126,"Львівська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція. MS Wsndows 10 Home 64-bit - 2 ліцензії","Львівська область, Сокальський район, Угнів, вулиця Чайковського, 5/1","2017-11-29",6242,"обтяження відсутнє",,,,0,"Опозиційний блок","Львівська обласна організація",37613126,"Львівська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція. MS Office Home and Business 2016 32/64 -2 ліцензії","Львівська область, Сокальський район, Угнів, вулиця Чайковського, 5/1","2017-11-29",11458,"обтяження відсутнє",,,,0,"Опозиційний блок","Львівська обласна організація",37613126,"Львівська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","Миколаївська область, Миколаїв, вулиця Декабристів, 41","2017-10-25",3300,"обтяження відсутнє",,,,0,"Опозиційний блок","Миколаївська обласна організація",39751851,"Миколаївська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD","Миколаївська область, Миколаїв, вулиця Декабристів, 41","2017-11-21",21847,"обтяження відсутнє",,,,"1820,5","Опозиційний блок","Миколаївська обласна організація",39751851,"Миколаївська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція.MS Office Home and Business 2016 32/64 Russian DVD P2","Миколаївська область, Миколаїв, вулиця Декабристів, 41","2017-11-21",40103,"обтяження відсутнє",,,,3343,"Опозиційний блок","Миколаївська обласна організація",39751851,"Миколаївська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція MS Windows 10 Home 64-bit Russian 1pk DVD (7 штук)","Одеська область, Одеса, вулиця Базарна, 1","2017-11-21",21847,"обтяження відсутнє",,,,0,"Опозиційний блок","Одеська обласна організація",39705145,"Одеська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція.MS Offiсe Home and Business 2016 32/64 Russian DVD P2 (7 штук)","Одеська область, Одеса, вулиця Базарна, 1","2017-11-21",40103,"обтяження відсутнє",,,,0,"Опозиційний блок","Одеська обласна організація",39705145,"Одеська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмно продукція ""1С:Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","Одеська область, Одеса, вулиця Базарна, 1","2017-10-25",3300,"обтяження відсутнє",,,,1705,"Опозиційний блок","Одеська обласна організація",39705145,"Одеська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція MS Windows 10 Home 64-bit Russian 1pk DVD (5 штук)","Полтавська область, Полтава, вулиця Соборності, 19, оф. 1, оф.16","2017-11-24",15605,"обтяження відсутнє",,,,"11963,6","Опозиційний блок","Полтавська обласна організація",39763762,"Полтавська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція.MS Offiсe Home and Business 2016 32/64 Russian DVD P2 (5 штук)","Полтавська область, Полтава, вулиця Соборності, 19, оф. 1, оф.16","2017-11-24",28645,"обтяження відсутнє",,,,"21961,4","Опозиційний блок","Полтавська обласна організація",39763762,"Полтавська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмно продукція ""1С:Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","Полтавська область, Полтава, вулиця Соборності, 19, оф. 1, оф.16","2017-10-24",3300,"обтяження відсутнє",,,,"2502,5","Опозиційний блок","Полтавська обласна організація",39763762,"Полтавська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Бухгалтерія""","Рівненська область, Рівне, вул. Соборна, 444А","2017-08-10",1560,"обтяження відсутнє",,,,0,"Опозиційний блок","Рівненська обласна організація",39661171,"Рівненська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8""","Рівненська область, Рівне, вул. Соборна, 444А","2017-10-25",3300,"обтяження відсутнє",,,,0,"Опозиційний блок","Рівненська обласна організація",39661171,"Рівненська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""MS Windows 10 Home 64-bit Russian 1pk DVD""","Рівненська область, Рівне, вул. Соборна, 444А","2017-11-29",6242,"обтяження відсутнє",,,,"3170,92","Опозиційний блок","Рівненська обласна організація",39661171,"Рівненська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""MS Office Home and Bussines 2016 32/64 Russian DVD P2""","Рівненська область, Рівне, вул. Соборна, 444А","2017-11-29",11458,"обтяження відсутнє",,,,"5522,78","Опозиційний блок","Рівненська обласна організація",39661171,"Рівненська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програма 1:С Підприємство","Сумська область, Суми, вулиця Герасима Кондратьєва, 25","2017-10-25",3300,"обтяження відсутнє",,,,0,"Опозиційний блок","Сумська обласна організація",39673391,"Сумська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція","Сумська область, Суми, вулиця Герасима Кондратьєва, 25","2017-10-24",15605,"обтяження відсутнє",,,,0,"Опозиційний блок","Сумська обласна організація",39673391,"Сумська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція","Сумська область, Суми, вулиця Герасима Кондратьєва, 25","2017-10-24",28645,"обтяження відсутнє",,,,0,"Опозиційний блок","Сумська обласна організація",39673391,"Сумська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","Тернопільська область, Тернопіль, вулиця Анатолія Живова, 11, 303","2018-07-04",3300,"обтяження відсутнє",,,,550,"Опозиційний блок","Тернопільська обласна організація",42106745,"Тернопільська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція MS Office Home and Business 2016 32/64 Russian DVD P2 (2 ліцензії)","Тернопільська область, Тернопіль, вулиця Анатолія Живова, 11, 303","2018-07-13",13302,"обтяження відсутнє",,,,2217,"Опозиційний блок","Тернопільська обласна організація",42106745,"Тернопільська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція MS Windows 10 Pro 32-bit/64-bit Russian USB (2 ліцензії)","Тернопільська область, Тернопіль, вулиця Анатолія Живова, 11, 303","2018-07-13",14340,"обтяження відсутнє",,,,2390,"Опозиційний блок","Тернопільська обласна організація",42106745,"Тернопільська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство""","Харківська область, Харків, вулиця Дерев'янка, 6","2018-02-22",3300,"обтяження відсутнє",,,,0,"Опозиційний блок","Харківська обласна організація",41806019,"Харківська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція. MS Office Home and Business 2016 32/64 Russian DVD P2 (7 ліцензій)","Харківська область, Харків, вулиця Дерев'янка, 6","2018-02-09",46557,"обтяження відсутнє",,,,0,"Опозиційний блок","Харківська обласна організація",41806019,"Харківська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція. MS Windows 10 Pro 32-bit/64-bit Russian USB (7 ліцензій)","Харківська область, Харків, вулиця Дерев'янка, 6","2018-02-09",50190,"обтяження відсутнє",,,,0,"Опозиційний блок","Харківська обласна організація",41806019,"Харківська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Операційна система MS Windows 10 Home x 64 Ukrainian (5 ліцензій)","Харківська область, Харків, вулиця Дерев'янка, 6","2018-11-15",18795,"обтяження відсутнє",,,,"7048,05","Опозиційний блок","Харківська обласна організація",41806019,"Харківська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Операційна система MS Windows 10 Home x 64 Ukrainian (15 ліцензій)","Харківська область, Харків, вулиця Дерев'янка, 6","2018-12-13",56385,"обтяження відсутнє",,,,"21144,3","Опозиційний блок","Харківська обласна організація",41806019,"Харківська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","Херсонська область, Херсон, вулиця Перекопська, 20, 404","2017-10-23",3300,"обтяження відсутнє",,,,0,"Опозиційний блок","Херсонська обласна організація",37542218,"Херсонська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD","Херсонська область, Херсон, вулиця Перекопська, 20, 404","2017-11-21",3121,"обтяження відсутнє",,,,0,"Опозиційний блок","Херсонська обласна організація",37542218,"Херсонська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD_1","Херсонська область, Херсон, вулиця Перекопська, 20, 404","2017-11-21",3121,"обтяження відсутнє",,,,0,"Опозиційний блок","Херсонська обласна організація",37542218,"Херсонська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD_2","Херсонська область, Херсон, вулиця Перекопська, 20, 404","2017-11-21",3121,"обтяження відсутнє",,,,0,"Опозиційний блок","Херсонська обласна організація",37542218,"Херсонська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD_3","Херсонська область, Херсон, вулиця Перекопська, 20, 404","2017-11-21",3121,"обтяження відсутнє",,,,0,"Опозиційний блок","Херсонська обласна організація",37542218,"Херсонська область",1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD_4","Херсонська область, Херсон, вулиця Перекопська, 20, 404","2017-11-21",3121,"обтяження відсутнє",,,,0,"Опозиційний блок","Херсонська обласна організація",37542218,"Херсонська область",1,2020
