Вид нематеріального активу,Назва нематеріального активу,Місцезнаходження обʼєкта,Дата придбання,Вартість придбання,Наявність обтяжень,Дата відчуження,Вартість відчуження майна,Сума доходу (грн),Балансова вартість на кінець звітного періоду (грн),Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",сайт ba.if.ua,"76019,Україна, Івано-Франківська обл., м.Івано-Франківськ, вул. Тичини,буд.8А",2015-09-29 00:00:00,0,обтяження відсутнє,—,—,—,0,"Всеукраїнське обʼєднання ""Батьківщина""",Івано-Франківська міська організація,33860202,Івано-Франківська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен ba.if.ua,"76019,Україна, Івано-Франківська обл., м.Івано-Франківськ, вул. Тичини,буд.8А",2015-09-29 00:00:00,—,обтяження відсутнє,2021-09-29 00:00:00,,,1458,"Всеукраїнське обʼєднання ""Батьківщина""",Івано-Франківська міська організація,33860202,Івано-Франківська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета "" Київський майдан"" Свідоцтво серія КІ №872",м. Київ,2005-06-09 00:00:00, - ,обтяження відсутнє, - , - , - , - ,"Всеукраїнське обʼєднання ""Батьківщина""",Київська міська організація,21709458,Київська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)"," Друкований засіб масової інформації:газета - ""Київщина-моя Батьківщина""","Україна,м.Київ,Спортивна площа 3,нежитлові приміщення з №1по №16(групи приміщень №1)",28.04.2007року,—,обтяження відсутнє,—,—,—,—,"Всеукраїнське обʼєднання ""Батьківщина""",Київська обласна організація,21710792,Київська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""Луганщина - моя Батьківщина плюс""","Луганська обл., місто Лисичанськ, вулиця Сосюри, будинок 365",2019-01-25 00:00:00,188.38,обтяження відсутнє,—,—,—,174.78,"Всеукраїнське обʼєднання ""Батьківщина""",Лисичанська міська організація,25926767,Луганська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""ЛУГАНЩИНА-МОЯ БАТЬКІВЩИНА""","місто Рубіжне, вулиця Менделєєва, будинок 12, офіс 24",2011-05-18 00:00:00,—,обтяження відсутнє,—,—,—,—,"Всеукраїнське обʼєднання ""Батьківщина""",Луганська обласна організація,25060552,Луганська область,"1,2,3,4",2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С: Підприємство 8,"79005, м. Львів, вул. Івана Франка, 16/4",2018-02-01 00:00:00,6690,обтяження відсутнє,—,—,—,2981.5,"Всеукраїнське обʼєднання ""Батьківщина""",Львівська обласна організація,25249083,Львівська область,"1,2,3,4",2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Постачання примірника та постачання (компонент) комп'ютерної програми ""M.E.Doc"" 2019","79005, м. Львів, вул. Івана Франка, 16/4",2020-02-28 00:00:00,810,обтяження відсутнє,—,—,—,472.5,"Всеукраїнське обʼєднання ""Батьківщина""",Львівська обласна організація,25249083,Львівська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друковані засоби масової інформації газета ""Наша Батьківщина""",м. Миколаїв,—,—,обтяження відсутнє,—,—,—,—,"Всеукраїнське обʼєднання ""Батьківщина""",Миколаївська обласна організація,23405295,Миколаївська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друковані  засоби  массової інформації газета  ""14 днів""","м.Дніпро, вул.Михайла  Грушевського, буд.8",2009-01-23 00:00:00,—,обтяження відсутнє,—,—,—,,"Всеукраїнське обʼєднання ""Батьківщина""",Дніпропетровська обласна організація,25788756,Дніпропетровська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друковані  засоби  массової інформації газета""Хочу  в  прорив""","м.Дніпро, вул.Михайла  Грушевського, буд.8",2008-06-23 00:00:00,—,обтяження відсутнє,—,—,—,,"Всеукраїнське обʼєднання ""Батьківщина""",Дніпропетровська обласна організація,25788756,Дніпропетровська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друковані  засоби  массової інформаціїгазета""Павлоградські  обрії""","м.Дніпро, вул.Михайла  Грушевського, буд.8",2008-06-10 00:00:00,—,обтяження відсутнє,—,—,—,,"Всеукраїнське обʼєднання ""Батьківщина""",Дніпропетровська обласна організація,25788756,Дніпропетровська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друкованого  засобу  массової інформації газета  ""БАТЬКІВЩИНА""",—,2016-09-14 00:00:00,—,обтяження відсутнє,2022-09-14 00:00:00,"ПОЛІТИЧНА  ПАРТІЯ  ВСЕУКРАЇНСЬКОГО ОБ""ЄДНАННЯ ""БАТЬКІВЩИНА""",20069956,"04080м.Київ , вул.Турівська, буд.15","Всеукраїнське обʼєднання ""Батьківщина""",Дніпропетровська обласна організація,25788756,Дніпропетровська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета""Слово Батьківщини""","Україна, м.Чернівці, вул.Кафедральна 8/1",2005-08-08 00:00:00,—,обтяження відсутнє,—,—,—,—,"Всеукраїнське обʼєднання ""Батьківщина""",Чернівецька обласна організація,21436173,Чернівецька область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен с.к.9077039 byut.rv.ua,"м. Рівне вул. Петлюри,будинок1",01.01.2020р,_,обтяження відсутнє,31.12.2020р,"Товариство з обьеженою відповідальністю "" Інтернет Інвест""",32493292,273,"Всеукраїнське обʼєднання ""Батьківщина""",Рівненська обласна організація,25797672,Рівненська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""Батьківщина Каланчак""
Свідоцтво №ХС-486/137р","смт.Каланчак,вул.Леніна (Херсонська),буд.24",16.07.2010р.,—,обтяження відсутнє,—,—,—,—,"Всеукраїнське обʼєднання ""Батьківщина""",Каланчацька районна організація,25929719,Херсонська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""Батьківщина Сумська"" серія СМ №772/394Р",—,2013-05-07 00:00:00,—,обтяження відсутнє,—,—,—,—,"Всеукраїнське обʼєднання ""Батьківщина""",Сумська обласна організація,24011118,Сумська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""НаША БАТЬКІВЩИНА"",свідоцтво серія ТР № 292","Україна, Тернопільська обл., м.Тернопіль, бульвар Шевченка, будинок 23, офіс 82",2000-04-27 00:00:00,—,обтяження відсутнє,—,—,—,—,"Всеукраїнське обʼєднання ""Батьківщина""",Тернопільська обласна організація,25781561,Тернопільська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""Під прапором Батьківщини"", Свідоцтво  №507, серія ХМ ","Хмельницька обл.,м. Хмельницький, вулиця Проскурівська, будинок 17",29.07.2005 р,—,обтяження відсутнє,—,—,—,—,"Всеукраїнське обʼєднання ""Батьківщина""",Хмельницька обласна організація,22777686,Хмельницька область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друковані засоби массової інформації газета""Голос Батьківщини""","14005,Чернігівська обл., місто Чернігів, вулиця 1 Гвардійської армії, буд.39 А",2005-09-07 00:00:00,-,обтяження відсутнє,-,-,-,,"Всеукраїнське обʼєднання ""Батьківщина""",Чернігівська обласна організація,25785516,Чернігівська область,"1,2,3,4",2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""Твоя Батьківщина"" свідоцтво серія ЧС №1001Р від 27.02.2018р.","Україна, Черкаська область, місто Черкаси, вулиця Смілянська, будинок 23, офіс 35",2018-02-27 00:00:00,—,обтяження відсутнє,—,—,—,—,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська обласна організація,25770087,Черкаська область,"1,2,3,4",2020
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друкований засіб масової інформації ""Батьківщина"" (Свідоцтво серії ВЦ № 603) ","Україна 21007  м. Вінниця, вул. П. Запорожця, буд.46-А",2005-06-29 00:00:00,—,обтяження відсутнє,—,—,—,—,"Всеукраїнське обʼєднання ""Батьківщина""",Вінницька обласна Організація,25511109,вінницька область ,"1,2,3,4",2020
"Інші  нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","газета ""СЛОБОЖАНСЬКА БАТЬКІВЩИНА""  (українська)","Україна, місто Харків, вул.Сумська, будинок 57",2007-02-07 00:00:00,—,обтяження відсутнє,—,—,0,—,"Всеукраїнське обʼєднання ""Батьківщина""",Харківська Обласна Організація,25792203,Харківська область,"1,2,3,4",2020
