Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ДЗЕРЖИНСЬКА РАЙОННА організація М. КРИВОГО РОГУ,Дніпропетровська область,33874147,"Дніпропетровська обл., м. Кривий Ріг, вул. Колонківська, буд. 1","Дніпропетровська обл., м. Кривий Ріг, вул. Колонківська, буд. 1",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ОЛЕВСЬКИЙ СЕЛИЩНИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Житомирська область,26191842,"Житомирська обл., Коростенський р-н, вул. Арефʼєва, буд. 12","Житомирська обл., Коростенський р-н, вул. Арефʼєва, буд. 12",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,БЕРЕЖАНСЬКИЙ МІСЬКИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Тернопільська область,26197968,"Тернопільська обл., Тернопільський р-н, вул. Героїв Майдану, буд. 1А","Тернопільська обл., Тернопільський р-н, вул. Героїв Майдану, буд. 1А",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,БЕРЕЖАНСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Тернопільська область,26197974,"Тернопільська обл., Тернопільський р-н, вул. Героїв Майдану, буд. 1А","Тернопільська обл., Тернопільський р-н, вул. Героїв Майдану, буд. 1А",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ХМЕЛЬНИЦЬКИЙ ОБЛАСНИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Хмельницька область,26094292,"Хмельницька обл., Хмельницький р-н, вул. Спортивна, буд. 40","Хмельницька обл., Хмельницький р-н, вул. Спортивна, буд. 40",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,КРАСИЛІВСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Хмельницька область,26293459,"Хмельницька обл., Хмельницький р-н, вул. Грушевського м. ., буд. 146","Хмельницька обл., Хмельницький р-н, вул. Грушевського м. ., буд. 146",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ХМЕЛЬНИЦЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Хмельницька область,37126141,"Хмельницька обл., Хмельницький р-н, вул. Центральна, буд. 76","Хмельницька обл., Хмельницький р-н, вул. Центральна, буд. 76",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,У М.СЕВАСТОПОЛІ організація,севастополь,26101773,"м.. севастополь, Гагарінський, просп. Героїв Сталінграда, буд. 41","м.. севастополь, Гагарінський, просп. Героїв Сталінграда, буд. 41",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,У МІСТІ ЛЬВОВІ організація,Львівська область,26058043,"Львівська обл., м. Львів, вул. Бандери С., буд. 85","Львівська обл., м. Львів, вул. Бандери С., буд. 85",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,КИЄВО-СВЯТОШИНСЬКА РАЙОННА організація,Київська область,26190087,"Київська обл., Бучанський р-н, вул. Балукова, буд. 5","Київська обл., Бучанський р-н, вул. Балукова, буд. 5",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ДЕСНЯНСЬКИЙ РАЙОННИЙ ОСЕРЕДОК У М.ЧЕРНІГОВІ ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Чернігівська область,26263530,"Чернігівська обл., м. Чернігів, вул. Балицького, буд. 6","Чернігівська обл., м. Чернігів, вул. Балицького, буд. 6",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,НАРОДИЦЬКА РАЙОННА організація,Житомирська область,26191931,"Житомирська обл., Коростенський р-н, вул. Перемоги, буд. 78","Житомирська обл., Коростенський р-н, вул. Перемоги, буд. 78",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,АЛЧЕВСЬКИЙ МІСЬКИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Луганська область,26175458,"Луганська обл., Алчевський р-н, вул. Сарматська, буд. 34","Луганська обл., Алчевський р-н, вул. Сарматська, буд. 34",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ТЕТІЇВСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Київська область,26190127,"Київська обл., Білоцерківський р-н, вул. Лесі Українки, буд. 17","Київська обл., Білоцерківський р-н, вул. Лесі Українки, буд. 17",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,КРАСНОДОНСЬКА МІСЬКА організація,Луганська область,26262921,"Луганська обл., Довжанський р-н, Мікроцентр квартал, 19","Луганська обл., Довжанський р-н, Мікроцентр квартал, 19",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ОБЛАСНЕ ВІДДІЛЕННЯ У ДОНЕЦЬКІЙ ОБЛАСТІ ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Донецька область,26081272,"Донецька обл., м. Донецьк, бульв. Пушкіна, буд. 30","Донецька обл., м. Донецьк, бульв. Пушкіна, буд. 30",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,МІЛОВСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Луганська область,26349786,"Луганська обл., Старобільський р-н, вул. Луганська, буд. 6","Луганська обл., Старобільський р-н, вул. Луганська, буд. 6",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,СІМФЕРОПОЛЬСЬКА РАЙОННА організація,Автономна республіка крим,26331674,"Автономна республіка крим, Сімферопольський р-н, вул. Миру, буд. 17","Автономна республіка крим, Сімферопольський р-н, вул. Миру, буд. 17",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,АВТОЗАВОДСЬКИЙ РАЙОННИЙ ОСЕРЕРЕДОК В М.КРЕМЕНЧУЦІ ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Полтавська область,26164182,"Полтавська обл., м. Кременчук, бульв. Пушкіна, буд. 10","Полтавська обл., м. Кременчук, бульв. Пушкіна, буд. 10",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,СЄВЄРОДОНЕЦЬКА МІСЬКА організація,Луганська область,26349779,"Луганська обл., Сєвєродонецький р-н, вул. Сметаніна, буд. 7","Луганська обл., Сєвєродонецький р-н, вул. Сметаніна, буд. 7",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,НОВОКАХОВСЬКИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Херсонська область,26284294,"Херсонська обл., Каховський р-н, вул. Соборності, буд. 55","Херсонська обл., Каховський р-н, вул. Соборності, буд. 55",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ФЕОДОСІЙСЬКА МІСЬКА організація,Автономна республіка крим,26366514,"Автономна республіка крим, м. Феодосія, вул. Дружби, буд. 79","Автономна республіка крим, м. Феодосія, вул. Дружби, буд. 79",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,СТАРОСАМБІРСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Львівська область,26269589,"Львівська обл., Самбірський р-н, вул. Гайова, буд. 2","Львівська обл., Самбірський р-н, вул. Гайова, буд. 2",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,НОСІВСЬКИЙ МІСЬКИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Чернігівська область,26263607,"Чернігівська обл., Ніжинський р-н, вул. Вокзальна, буд. 131","Чернігівська обл., Ніжинський р-н, вул. Вокзальна, буд. 131",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ГАЛИЦЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Івано-франківська область,26263889,"Івано-франківська обл., Івано-Франківський р-н, вул. Коновальця, буд. 17","Івано-франківська обл., Івано-Франківський р-н, вул. Коновальця, буд. 17",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ТИСМЕНИЦЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Івано-франківська область,26263903,"Івано-франківська обл., Івано-Франківський р-н, вул. Слобода, буд. 14","Івано-франківська обл., Івано-Франківський р-н, вул. Слобода, буд. 14",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,НАДВІРНЯНСЬКА РАЙОННА організація,Івано-франківська область,26263932,"Івано-франківська обл., Надвірнянський р-н, вул. Кобринської Н., буд. 9","Івано-франківська обл., Надвірнянський р-н, вул. Кобринської Н., буд. 9",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Львівська область,26268556,"Львівська обл., Стрийський р-н, вул. Шевченка, буд. 8","Львівська обл., Стрийський р-н, вул. Шевченка, буд. 8",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,СТРИЙСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Львівська область,26268562,"Львівська обл., Стрийський р-н, вул. Олеся О., буд. 18","Львівська обл., Стрийський р-н, вул. Олеся О., буд. 18",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ДРОГОБИЦЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Львівська область,26268579,"Львівська обл., Дрогобицький р-н, вул. Вишнева, буд. 1","Львівська обл., Дрогобицький р-н, вул. Вишнева, буд. 1",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ЗАКАРПАТСЬКИЙ ОБЛАСНИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Закарпатська область,26212857,"Закарпатська обл., Тячівський р-н, вул. Франка І., буд. 43","Закарпатська обл., Тячівський р-н, вул. Франка І., буд. 43",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ТЕРЕБОВЛЯНСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Тернопільська область,26197879,"Тернопільська обл., Тернопільський р-н, вул. Наливайка, буд. 16","Тернопільська обл., Тернопільський р-н, вул. Наливайка, буд. 16",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,БІЛГОРОД-ДНІСТРОВСЬКИЙ МІСЬКИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Одеська область,36680364,"Одеська обл., Білгород-Дністровський р-н, вул. Межова, буд. 13","Одеська обл., Білгород-Дністровський р-н, вул. Межова, буд. 13",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,МОНАСТИРИСЬКА РАЙОННА організація,Тернопільська область,26197916,"Тернопільська обл., Чортківський р-н, пров. Будівельників, буд. 1","Тернопільська обл., Чортківський р-н, пров. Будівельників, буд. 1",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,БАХЧИСАРАЙСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Автономна республіка крим,26331622,"Автономна республіка крим, Бахчисарайський р-н, вул. Миру, буд. 14","Автономна республіка крим, Бахчисарайський р-н, вул. Миру, буд. 14",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,СОЛОНЯНСЬКА РАЙОННА організація ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ,Дніпропетровська область,33811490,"Дніпропетровська обл., Дніпровський р-н, вул. Чечелівка, буд. 30","Дніпропетровська обл., Дніпровський р-н, вул. Чечелівка, буд. 30",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,У БАЛАКЛАВСЬКОМУ РАЙОНІ організація,Автономна республіка крим,26101767,"Автономна республіка крим, с. Павлівка, вул. Родніковська, буд. 6","Автономна республіка крим, с. Павлівка, вул. Родніковська, буд. 6",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ІРПІНСЬКИЙ МІСЬКИЙ ОСЕРЕДОК КИЇВСЬКОЇ ОБЛАСТІ ПОЛІТИЧНОЇ ПАРТІІ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Київська область,26146401,"Київська обл., Бучанський р-н, вул. Зайцева Капітана, буд. 9","Київська обл., Бучанський р-н, вул. Зайцева Капітана, буд. 9",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ПРИМОРСЬКЕ РАЙОННЕ ВІДДІЛЕННЯ М.МАРІУПОЛЯ ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Донецька область,26127146,"Донецька обл., м. Маріуполь, Азовʼя квартал, 1","Донецька обл., м. Маріуполь, Азовʼя квартал, 1",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ПЕРЕЧИНСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Закарпатська область,26212811,"Закарпатська обл., Ужгородський р-н, вул. Ужанська, буд. 2","Закарпатська обл., Ужгородський р-н, вул. Ужанська, буд. 2",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ШАЦЬКА РАЙОННА організація,Волинська область,26208287,"Волинська обл., Ковельський р-н, вул. Смоляр Ярини, буд. 24","Волинська обл., Ковельський р-н, вул. Смоляр Ярини, буд. 24",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,РОКИТНІВСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Рівненська область,26206897,"Рівненська обл., Сарненський р-н, вул. Жовтнева, буд. 1","Рівненська обл., Сарненський р-н, вул. Жовтнева, буд. 1",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,КОЗІВСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Тернопільська область,26197980,"Тернопільська обл., Тернопільський р-н, вул. Зацного Л., буд. 25","Тернопільська обл., Тернопільський р-н, вул. Зацного Л., буд. 25",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,БОГУСЛАВСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Київська область,26190038,"Київська обл., Обухівський р-н, вул. Ленківщина, буд. 1","Київська обл., Обухівський р-н, вул. Ленківщина, буд. 1",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,КАГАРЛИЦЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Київська область,26190021,"Київська обл., Обухівський р-н, вул. Молодіжна, буд. 14","Київська обл., Обухівський р-н, вул. Молодіжна, буд. 14",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,БОРИСПІЛЬСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Київська область,26190067,"Київська обл., Бориспільський р-н, вул. Суворова, буд. 18","Київська обл., Бориспільський р-н, вул. Суворова, буд. 18",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,БРОВАРСЬКИЙ МІСЬКИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Київська область,26190044,"Київська обл., Броварський р-н, вул. Гагаріна, буд. 3","Київська обл., Броварський р-н, вул. Гагаріна, буд. 3",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,БРОВАРСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Київська область,26190050,"Київська обл., Броварський р-н, вул. Гагаріна, буд. 3","Київська обл., Броварський р-н, вул. Гагаріна, буд. 3",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,БАРИШІВСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Київська область,26190073,"Київська обл., Броварський р-н, вул. Хмельницького Богдана, буд. 15","Київська обл., Броварський р-н, вул. Хмельницького Богдана, буд. 15",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ЗГУРІВСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Київська область,26001451,"Київська обл., Броварський р-н, вул. Київська, буд. 1","Київська обл., Броварський р-н, вул. Київська, буд. 1",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,СІЛЬСЬКИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Київська область,26001468,"Київська обл., Броварський р-н, вул. Українська, буд. 5","Київська обл., Броварський р-н, вул. Українська, буд. 5",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,КОРОСТЕНСЬКА РАЙОННА організація,Житомирська область,26062323,"Житомирська обл., Коростенський р-н, вул. Сосновського В., буд. 55","Житомирська обл., Коростенський р-н, вул. Сосновського В., буд. 55",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,БЕРДИЧІВСЬКА РАЙОННА організація,Житомирська область,26062317,"Житомирська обл., Бердичівський р-н, вул. Корольова академіка, буд. 7","Житомирська обл., Бердичівський р-н, вул. Корольова академіка, буд. 7",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ЧЕРНЯХІВСЬКА РАЙОННА організація,Житомирська область,26062346,"Житомирська обл., Житомирський р-н, вул. Соколовських, буд. 14/1","Житомирська обл., Житомирський р-н, вул. Соколовських, буд. 14/1",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,КРИМСЬКА РЕСПУБЛІКАНСЬКА організація,Автономна республіка крим,24397002,"Автономна республіка крим, м. Сімферополь, вул. Київська, буд. 73","Автономна республіка крим, м. Сімферополь, вул. Київська, буд. 73",
